full_text,clean_text,sentiment,confidence,label_final,platform
kakk ikuttt😔,kakk ikuttt,positif,80.41,positif,TikTok
kalau WHV ke australi ya kak?,kalau whv ke australi iya kak,netral,99.55,netral,TikTok
Oh hurufnya kayak cyrillic ya kak?,oh hurufnya kayak cyrillic iya kak,netral,86.41,netral,TikTok
"Bahasa Bulgaria, bahasanya mirip russia but they’re not the same☝🏻",bahasa bulgaria bahasanya mirip russia but they reply not the same,negatif,85.55,negatif,TikTok
"Kak, disana pake bahasa apa ya?",kak disana pakai bahasa apa iya,netral,90.29,netral,TikTok
biar lah dia bukan juga dia kacau beras kau,biar lah dia bukan juga dia kacau beras kamu,negatif,99.48,negatif,TikTok
"iq konoha jgk ke,kurangla ruang pekerjaan rakyat tempatan kita 😅",iq konoha jgk ke kurangla ruang pekerjaan rakyat tempatan kita,negatif,97.77,negatif,TikTok
Ha kau sokong la konoha tu perangai mcam **** pastu nak menetap di malaysia pulak,tertawa kamu sokong lah konoha tu perangai mcam pastu nak menetap di malaysia pulak,negatif,98.95,negatif,TikTok
sejak bila ak sokong dia ? suka suka ny la mau bekerja apa ndk asal ndk mengacau ketenteraman Malaysia apalah kau nie,sejak bila saya sokong dia suka suka ny lah mau bekerja apa ndk asal ndk mengacau ketenteraman malaysia apalah kamu ini,negatif,99.26,negatif,TikTok
Lah 🤣🤣🤣 untuk jadi orang sini ?🤣🤣🤣 Pastu nk ic lak🤣,lah untuk jadi orang sini pastu nk ic lak,negatif,90.17,negatif,TikTok
untuk jadi orang sini punya ada juga passport kan apa guna nya passport kalo bukan untuk bukan warganegara,untuk jadi orang sini punya ada juga passport kan apa guna nya passport kalau bukan untuk bukan warganegara,netral,89.2,netral,TikTok
Perbetul ayat dulu ops🤭🤣🤣,perbetul ayat dulu ops,negatif,92.83,negatif,TikTok
di indo juga banyak kok orang orang Malaysia menetap di indo,di indo juga banyak kok orang orang malaysia menetap di indo,netral,74.1,netral,TikTok
Hhahag lawak tanpa bukti kukuh🤣🤣🤣 buat apa duduk situ dh la miskin orang tak betul je duduk situ,hhahag lawak tanpa bukti kukuh buat apa duduk situ dh lah miskin orang tidak betul je duduk situ,negatif,98.87,negatif,TikTok
kacau kalau diorang dh ramai ko ni bela sangat indo ni kenapa,kacau kalau diorang dh ramai ko ini bela sangat indo ini kenapa,negatif,99.8,negatif,TikTok
aik memang dah lama dah orang indo menetap di Malaysia bro kau pikir baru jak kah indo menetap di Malaysia? aduhai🗿,aik memang deh lama deh orang indo menetap di malaysia saudara laki-laki kamu pikir baru jak kah indo menetap di malaysia aduhai,negatif,99.11,negatif,TikTok
kalau kita biar lagi teruk,kalau kita biar lagi teruk,negatif,96.48,negatif,TikTok
and hasilnya? crime foreign indo paling tinggi kat malay,and hasilnya crime foreign indo paling tinggi kat malay,positif,90.64,positif,TikTok
nah kalo itu aku juga setuju bro cuma di Malaysia kan hidup berbilang bangsa nah ndk heran lah banyak orang orang luar Malaysia menetap di sini,nah kalau itu aku juga setuju saudara laki-laki cuma di malaysia kan hidup berbilang bangsa nah ndk heran lah banyak orang orang luar malaysia menetap di sini,negatif,93.74,negatif,TikTok
"HAHAHA , bila orang halau dia melawan pulak , rasa cam tetamu pijak tuan rumah je rn 🤣",hahaha bila orang halau dia melawan pulak rasa cam tetamu pijak tuan rumah je rn,negatif,96.76,negatif,TikTok
moga rezekinya terus lancar dan betah di sini..lupakan sengketa antara negara yg ngak ada hubungan peribadi sama kita..yg penting jaga diri sendiri dan keluarga aja duluan👍👍👍,moga rezekinya terus lancar dan betah di sini lupakan sengketa antara negara yang ngak ada hubungan peribadi sama kita yang penting jaga diri sendiri dan keluarga saja duluan,positif,96.57,positif,TikTok
Makasi bang support nya,makasi bang support nya,positif,96.17,positif,TikTok
masuk secara sah bro,masuk secara sah saudara laki-laki,netral,95.34,netral,TikTok
aduii nk tinggal d malaysia plak mamat ni,aduii nk tinggal di malaysia plak mamat ini,negatif,84.54,negatif,TikTok
Sama. Mana ga naek naek kerja pontang panting capek badan pusing di kepala stress di jiwa,sama mana ga naek naek kerja pontang panting capek badan pusing di kepala stress di jiwa,negatif,99.59,negatif,TikTok
engga jadi odgj ajah udah bersyukur tinggal di negri kita mah😭,engga jadi odgj ajah sudah bersyukur tinggal di negri kita mah,positif,99.18,positif,TikTok
😂😂😂😂 kita yimak aja kali ya orang cerdas itu bukan cari uang tapi uang yang cari kita bukak bisnis geh bos biar ga gajian 1jt perbulan 😂😂😂,kita yimak saja kali iya orang cerdas itu bukan cari uang tapi uang yang cari kita bukak bisnis geh bos biar ga gajian jt perbulan,negatif,97.65,negatif,TikTok
Kak gue dlu cuma 1jta bayangin . Untung gaada cicilan beat dan bayar kosan 😭😭😭,kak saya dulu cuma jta bayangin untung tidak ada uang cicilan beat dan bayar kosan,negatif,81.8,negatif,TikTok
"apa gua pindah kesana ya, ribet g sih urusny? klo keluarga sih ad di sana cuma ortu larang kesana",apa saya pindah kesana iya ribet g sih urusny kalau keluarga sih ada di sana cuma orang tua larang kesana,negatif,99.35,negatif,TikTok
"cocok itu bg, gjlas disini",cocok itu abang gjlas disini,positif,96.02,positif,TikTok
jd yg pindah kerja keluar negri yg byk duit kah?,jadi yang pindah kerja keluar negri yang banyak duit kah,negatif,97.15,negatif,TikTok
"wkwk bukan maksud ngehin4 ya, cuman miris aja liat negara sendiri pns aja segitu gajinya, tetangga aja paling kecil sekitar 5,5juta itu paling kecil, disini tau memanusiakan pekerja bukan macam disana",wkwk bukan maksud ngehin iya cuman miris saja lihat negara sendiri pns saja segitu gajinya tetangga saja paling kecil sekitar juta itu paling kecil disini tahu memanusiakan pekerja bukan macam disana,negatif,99.65,negatif,TikTok
gua gatau lu ngibul apa kaga. ydh tunjukin sana kerja di luar🤪,saya gatau kamu berbohong apa tidak ydh tunjukin sana kerja di luar,negatif,99.49,negatif,TikTok
dapat makan gratis 😂😂😂,dapat makan gratis,positif,93.17,positif,TikTok
makan gratis,makan gratis,positif,98.0,positif,TikTok
hikmah nya aja 😂,hikmah nya saja,positif,98.62,positif,TikTok
Sudah memberi apa untuk negri?,sudah memberi apa untuk negri,negatif,92.94,negatif,TikTok
iya bro🥰,iya saudara laki-laki,negatif,82.94,negatif,TikTok
wkwkw 😂😂 gaji udah bercanda,wkwkw gaji sudah bercanda,negatif,97.49,negatif,TikTok
terbalik sama mereka kerja ngelawak gaji serius 😄,terbalik sama mereka kerja ngelawak gaji serius,negatif,99.75,negatif,TikTok
sgtss Indonesia sekali,sgtss indonesia sekali,positif,98.85,positif,TikTok
sedangkan mereka kerja bercanda gaji melampaui serius 💔,sedangkan mereka kerja bercanda gaji melampaui serius,negatif,98.76,negatif,TikTok
oke gas oke gas,oke gas oke gas,negatif,77.15,negatif,TikTok
Benuuul,benuuul,positif,96.89,positif,TikTok
g ush pulang kak 🤣,g ush pulang kak,negatif,98.94,negatif,TikTok
"gak usah kak, pindahkan kluargamu kesana aja, kamu pulang ke indo kalo gak bisa usaha gak jadi sukses percuma juga",gak perlu kak pindahkan kluargamu kesana saja kamu pulang ke indo kalau gak bisa usaha gak jadi sukses percuma juga,negatif,99.15,negatif,TikTok
tdk usah takut say yg penting.punya banyak.uang.aset .tanah.sawah.,tidak perlu takut say yang penting punya banyak uang aset tanah sawah,positif,95.56,positif,TikTok
dituntut untuk menguasai semua elemen di tempat kerja tp gaji bercanda 🤣,dituntut untuk menguasai semua elemen di tempat kerja tapi gaji bercanda,negatif,91.64,negatif,TikTok
"justru nasionalisme kita, mau mengenalkannya ke penjuru duniaa pakkk🤪",justru nasionalisme kita mau mengenalkannya ke penjuru duniaa pakkk,positif,96.62,positif,TikTok
rakyat : haa nggaa kebalik tuh? 🗣,rakyat haa nggaa kebalik tuh,negatif,99.68,negatif,TikTok
emang imbalannya apa dr rasa nasionalisme?,emang imbalannya apa dr rasa nasionalisme,negatif,85.25,negatif,TikTok
kabur aja dulu tanggapan prabowo,kabur saja dulu tanggapan prabowo,negatif,99.19,negatif,TikTok
BODOOAMAATTT... nasionalisme gw kalah krna koruptor kek lu njirrr ☺️🙏,bodooamaattt nasionalisme saya kalah krna koruptor seperti kamu njirrr,negatif,99.83,negatif,TikTok
"kami cinta tanah air kami
tanah air cinta kami
tapi pemerintah tanah air menghisap darah kami",kami cinta tanah air kami tanah air cinta kami tapi pemerintah tanah air menghisap darah kami,negatif,92.41,negatif,TikTok
"Saya umur 26 uda milih kabur ke malaysia pak setelah habis resign kerja di indo,karena tahu,bakal susahh.. 😅",saya umur uda milih kabur ke malaysia pak setelah habis resign kerja di indo karena tahu bakal susahh,negatif,99.38,negatif,TikTok
jiwa nasionalis dikikis pejabat negeri sendiri 🗿,jiwa nasionalis dikikis pejabat negeri sendiri,negatif,99.36,negatif,TikTok
jawaban sangat Gen z sakale,jawaban sangat gen z sakale,positif,91.16,positif,TikTok
yakinlah Mau kabur kemana pun di kirainya enak kali ya😂😂..padahal hidup di indonesia itu paling enak dan nyaman lo..asalkan kita kaya raya,yakinlah mau kabur kemana pun di kirainya enak kali iya padahal hidup di indonesia itu paling enak dan nyaman kamu asalkan kita kaya raya,positif,99.43,positif,TikTok
"paling gak bisa ngrasain 4 musim , gak hanya 2 ya😂",paling gak bisa ngrasain musim gak hanya iya,negatif,98.04,negatif,TikTok
klo syarat pindah gampang sy pingin secepatnya pindah Korea loh Bahlil,kalau syarat pindah gampang saya pingin secepatnya pindah korea loh bahlil,netral,76.16,netral,TikTok
saya kerja di hotel 1 th cuma di gaji 1 JT sebulan 🙃,saya kerja di hotel th cuma di gaji jt sebulan,netral,97.06,netral,TikTok
indonesia tempatnya pejabat dan konglomerat.. untuk kita yang melarat pindah aja yuk,indonesia tempatnya pejabat dan konglomerat untuk kita yang melarat pindah saja yuk,negatif,99.52,negatif,TikTok
"bukan benci negara nya, tapi yang ngurus ituloh gimana yah 😂",bukan benci negara nya tapi yang mengurus ituloh bagaimana yah,negatif,99.38,negatif,TikTok
iya kaya lu g bisa bersaing di indo ya 😂,iya kaya kamu g bisa bersaing di indo iya,negatif,98.69,negatif,TikTok
langsung di counter dong😭😭,langsung di counter dong,netral,98.98,netral,TikTok
WKWKWKW JIRRR LAH,wkwkwkw jirrr lah,negatif,98.4,negatif,TikTok
Heyyy heyyy satt😂,heyyy heyyy satt,negatif,77.28,negatif,TikTok
jangan gitu bang basic attack dulu lah,jangan gitu bang basic attack dulu lah,negatif,98.04,negatif,TikTok
kabarin gua klo saingan nya setara,kabarin saya kalau saingan nya setara,netral,88.0,netral,TikTok
woi lah kocak pelan pelan dulu kasih nafas 😭,woi lah kocak pelan pelan dulu kasih nafas,negatif,94.01,negatif,TikTok
akun pripat😭,akun pripat,netral,88.81,netral,TikTok
Kelazzz ma bro 🔥🙏,kelazzz ma saudara laki-laki,negatif,99.46,negatif,TikTok
bilang aja ga mampu 🗿 sheeesss,bilang saja ga mampu sheeesss,negatif,98.86,negatif,TikTok
ssst kasian kak jgn di ulti 😂,ssst kasian kak jangan di ulti,negatif,99.76,negatif,TikTok
NICEEE💋,niceee,positif,98.18,positif,TikTok
"kabur aja kak, naik kelas lngsung pindah 😭",kabur saja kak naik kelas lngsung pindah,negatif,99.52,negatif,TikTok
sama kak,sama kak,netral,89.19,netral,TikTok
lah bener jg😭😭😭,lah benar juga,positif,89.58,positif,TikTok
"pajak ga ap2 asal amanah
syg ya smua korupsi susah di hilangkan mngkya ga maju2",pajak ga apa asal amanah sayang iya smua korupsi susah di hilangkan mngkya ga maju,negatif,99.51,negatif,TikTok
Mantap,mantap,positif,99.72,positif,TikTok
"semakin tahun
negeri ini semakin hancur.",semakin tahun negeri ini semakin hancur,negatif,99.79,negatif,TikTok
cobaiiiiiin....,cobaiiiiiin,positif,96.35,positif,TikTok
"apa yang diharapkan sama gen z 😂
banyak berita gen z kerja malah resign
apalagi kerja kek gitu apa ga konslet 😹",apa yang diharapkan sama gen z banyak berita gen z kerja bahkan resign apalagi kerja seperti gitu apa ga konslet,negatif,96.54,negatif,TikTok
"kan aku balas komen tertular, artinya kan ada yang memengaruhi, kalau yang memengaruhi baik kenapa bisa jadi buruk balik ke diri sendiri",kan aku balas komen tertular artinya kan ada yang memengaruhi kalau yang memengaruhi baik kenapa bisa jadi buruk balik ke diri sendiri,negatif,97.81,negatif,TikTok
bakat lu apa,bakat kamu apa,negatif,84.14,negatif,TikTok
"tidak mau shearing bagaimana? tujuan dari komen awalnya agar tidak terjadi lagi lingkungan buruk, anda komen kalau anda tidak yakin dan mencontohkan budaya kerja yang buruk di perusahaan maupun pabrik, saya tidak menolak fakta, yang saya kasih berupa perubahan yang diinginkan, digantinya atau terbentuk team baru artinya menghentikan ""penularan virus itu"", lalu anda bilang lama2 terbentuk zona nyaman yang akhirnya diri sendiri leha2 sembunyi di gudang, itu bukan tertular dari orang lain, tapi orang itu sendiri yang memilih untuk leha2, kalau ada orang lain mencontoh orang ini leha2 itu dimaksud tertular, kalau dari diri sendiri ya bukan tertular",tidak mau shearing bagaimana tujuan dari komen awalnya agar tidak terjadi lagi lingkungan buruk anda komen kalau anda tidak yakin dan mencontohkan budaya kerja yang buruk di perusahaan maupun pabrik saya tidak menolak fakta yang saya kasih berupa perubahan yang diinginkan digantinya atau terbentuk team baru artinya menghentikan penularan virus itu lalu anda bilang lama terbentuk zona nyaman yang akhirnya diri sendiri leha sembunyi di gudang itu bukan tertular dari orang lain tapi orang itu sendiri yang memilih untuk leha kalau ada orang lain mencontoh orang ini leha itu dimaksud tertular kalau dari diri sendiri iya bukan tertular,negatif,98.08,negatif,TikTok
tidak menolak fakta ttpi d kasih fakta d lapangan yg d penjelas untuk meluruskan kekeh di kata tertular terus. itu kn udh d jelaskan ada ny mempengaruhi/tdk atau kata tertular/tidaknya g pengaruh,tidak menolak fakta ttpi di kasih fakta di lapangan yang di penjelas untuk meluruskan kekeh di kata tertular terus itu kan udh di jelaskan ada ny mempengaruhi tidak atau kata tertular tidaknya g pengaruh,negatif,97.24,negatif,TikTok
iya berarti anda juga meragukan pahlawan Indonesia iya berjuang demi bangsa ini merdeka,iya berarti anda juga meragukan pahlawan indonesia iya berjuang demi bangsa ini merdeka,negatif,98.88,negatif,TikTok
"di luar negara lebih dihargai, drpd di negara sendiri,Gaji ga manusiawi, Tapi pejabat pemborosan APBN.",di luar negara lebih dihargai drpd di negara sendiri gaji ga manusiawi tapi pejabat pemborosan apbn,negatif,99.71,negatif,TikTok
oh udah di palestina ya,oh sudah di palestina iya,netral,87.92,netral,TikTok
diluar rumah??? 😂😂,diluar rumah,negatif,97.21,negatif,TikTok
"kerjaan apa 2jt sebulan? pekerjaan menentukan basic anda, tapi bagus deh udah di luar negri juga.",kerjaan apa jt sebulan pekerjaan menentukan basic anda tapi bagus deh sudah di luar negri juga,positif,97.01,positif,TikTok
sama dong udah diluar juga😂,sama dong sudah diluar juga,negatif,98.45,negatif,TikTok
gue dah di luar negri Knp loe ??,saya deh di luar negri kenapa kamu,negatif,95.56,negatif,TikTok
"pindah kepalestina aja ka, seperti difoto profil nya",pindah kepalestina saja kakak seperti difoto profil nya,netral,98.91,netral,TikTok
Russia ? Amerika ? China ?,russia amerika china,netral,93.64,netral,TikTok
Brunei itu negera kecik and kaya bro,brunei itu negera kecik and kaya saudara laki-laki,negatif,99.74,negatif,TikTok
mana bisa mikir? gelar aja dibeli,mana bisa mikir gelar saja dibeli,negatif,98.32,negatif,TikTok
"mau pemerintahnya, mau rakyatnya, sama aja sifatnya toh parah pemimpin berasal dari rakyat juga😂. tapi anehnya malah ga betah.",mau pemerintahnya mau rakyatnya sama saja sifatnya toh parah pemimpin berasal dari rakyat juga tapi anehnya bahkan ga betah,negatif,99.81,negatif,TikTok
intropeksi kalo rakyatnya dan pemerintah nya banyak yang batu untuk apa?😅...,intropeksi kalau rakyatnya dan pemerintah nya banyak yang batu untuk apa,negatif,99.6,negatif,TikTok
Au yak,au yak,positif,72.06,positif,TikTok
sebenarnya Indonesia itu negeri yg aman damai dan indah hanya pejabat pejabat nya aja yg bikin kacau negeri ini,sebenarnya indonesia itu negeri yang aman damai dan indah hanya pejabat pejabat nya saja yang bikin kacau negeri ini,negatif,99.41,negatif,TikTok
+ rakyat,rakyat,negatif,80.47,negatif,TikTok
lh gw mikirin klok bapak gw gk nikah ama emak gw apakah aku gk lahir atau beda versi lebih ganteng🗿,lh saya mikirin klok bapak saya gk nikah sama emak saya apakah aku gk lahir atau beda versi lebih ganteng,negatif,97.38,negatif,TikTok
klo lu jdi pejabat lu ga bakal kepikiran ksana,kalau kamu jadi pejabat kamu ga bakal terpikirkan ksana,negatif,90.59,negatif,TikTok
orang seperti ini harusnya lahir di isra El,orang seperti ini harusnya lahir di isra el,negatif,80.79,negatif,TikTok
perna ngga mikirin kok ibu gue lahirin anak yg ngga berguna 😂😂,perna tidak mikirin kok ibu saya lahirin anak yang tidak berguna,negatif,99.82,negatif,TikTok
kan gacha bang,kan gacha bang,negatif,95.66,negatif,TikTok
"lah, dari pada di korut😂",lah dari pada di korut,negatif,95.18,negatif,TikTok
"Mending cape kerja drpd di indo cape cari kerja, sumpah gue udah ngalamin",lebih baik capek kerja drpd di indo capek cari kerja sumpah saya sudah ngalamin,negatif,99.44,negatif,TikTok
"bener.. cape kerja tp duitnya gede..drpd d sono cape kerja, gaji kecil, gak d hargai, dll..",benar capek kerja tapi duitnya gede drpd di sono capek kerja gaji kecil gak di hargai dan lain-lain,negatif,99.52,negatif,TikTok
"ya itu sih terserah kamu kalo mau kerja d negara mu sendiri..
wlpn saya d LN, tp kan ttp cinta tanah air..😁😁
cinta produk2 Indonesia,
tiap libur selalu belanja produk dan berburu makanan Indonesia..",iya itu sih terserah kamu kalau mau kerja di negara mu sendiri wlpn saya di ln tapi kan ttp cinta tanah air cinta produk indonesia tiap libur selalu belanja produk dan berburu makanan indonesia,positif,98.52,positif,TikTok
"ya kak, tetap semangat kak🙏",iya kak tetap semangat kak,positif,72.51,positif,TikTok
"Ini benar banget sih kak, karena aku udah ngalamin kedua negara",ini benar banget sih kak karena aku sudah ngalamin kedua negara,positif,82.18,positif,TikTok
Betul bngt blm lagi bnyk penjilat nya,betul bngt belum lagi banyak penjilat nya,positif,96.37,positif,TikTok
"walaupun banyak penjilat, emang bodoamat kak, terpenting niat & ikhlas untuk bekerja kak🙏",walaupun banyak penjilat emang bodoamat kak terpenting niat ikhlas untuk bekerja kak,positif,72.95,positif,TikTok
"Kita niat iklas niat kerja aja ,masih aj ad org yg teteo ingin menjatuhkan kita",kita niat iklas niat kerja saja masih saja ada org yang teteo ingin menjatuhkan kita,negatif,99.37,negatif,TikTok
"ya kak, sabar kak🙏",iya kak sabar kak,positif,77.8,positif,TikTok
sbr t ad doi dlo ehh😭,sbr t ada doi dlo ehh,netral,94.81,netral,TikTok
"yg sukses di malay, jepang, taiwan gitu emg enak. tapi kalo yg apes di kamboja gmn dah tu 🗿💀",yang sukses di malay jepang taiwan gitu emg enak tapi kalau yang sial di kamboja gmn deh tu,negatif,98.2,negatif,TikTok
yakin balance? 🤔,yakin balance,positif,99.22,positif,TikTok
"Yakin, kalau gak yakin mana betah tinggal di luar😂",yakin kalau gak yakin mana betah tinggal di luar,positif,98.6,positif,TikTok
"hidup sendiri tanpa teman dan keluarga bisa dengan modal ""yakin""?",hidup sendiri tanpa teman dan keluarga bisa dengan modal yakin,netral,77.76,netral,TikTok
yakin sih soalnya aku tinggal dengan teman dan keluarga😬🙏,yakin sih soalnya aku tinggal dengan teman dan keluarga,positif,98.05,positif,TikTok
yah enak di gandeng terus itu mah wkwkwk😂😂,yah enak di gandeng terus itu mah wkwkwk,positif,97.34,positif,TikTok
cinta sendirian itu sakittt🥀,cinta sendirian itu sakittt,negatif,99.79,negatif,TikTok
🤭🤭🤭 kelasss kinggg,kelasss kinggg,positif,97.68,positif,TikTok
manteppp,manteppp,positif,99.74,positif,TikTok
lah lucu? ngapain nanya ttg sekolah dia? kosa kata lu benerin wkwk,lah lucu sedang apa bertanya tentang sekolah dia kosa kata kamu benerin wkwk,negatif,94.61,negatif,TikTok
"indonesia itu tidak salah ,yg salah nya pemerintah nya..",indonesia itu tidak salah yang salah nya pemerintah nya,positif,95.21,positif,TikTok
byk bekicot bg di bayar berapa si tinggal di Indonesia yg di kuasai oleh konglomerat dari keturunan negara penguasa asia wkwowkwkw,banyak bekicot abang di bayar berapa si tinggal di indonesia yang di kuasai oleh konglomerat dari keturunan negara penguasa asia wkwowkwkw,negatif,99.29,negatif,TikTok
keren bgt lu bro,keren banget kamu saudara laki-laki,positif,98.41,positif,TikTok
"urusannya Ama lu apa? lu yg bayar? sewot amat dah wkwk, Urus aja diri lu",urusannya sama kamu apa kamu yang bayar sewot amat deh wkwk urus saja diri kamu,negatif,99.76,negatif,TikTok
prettttt,prettttt,negatif,99.17,negatif,TikTok
"sekolah kewajiban anjir kan malah suruh menuntut ilmu sampai negri cina, diseluruh dunia ge sekolah. sekolah bukan bukti cinta tanah air tolong🤣",sekolah kewajiban anjing kan bahkan suruh menuntut ilmu sampai negri cina diseluruh dunia ge sekolah sekolah bukan bukti cinta tanah air tolong,negatif,99.72,negatif,TikTok
"klau sdh mapan di sana apa gunanya pulang ke Indonesia,kita yg di sini ngk punya modal utk ke luar negari",klau sdh mapan di sana apa gunanya pulang ke indonesia kita yang di sini ngk punya modal untuk ke luar negari,negatif,89.6,negatif,TikTok
bilang aja syokk kerja di Malaysia bang daripada indonesia...🔥🔥🔥,bilang saja syokk kerja di malaysia bang daripada indonesia,negatif,99.69,negatif,TikTok
"nyusahin😂😂😂,saya keluar negeri karena Indonesia emang susah dari dulu,😂😂😂😂",nyusahin saya keluar negeri karena indonesia emang susah dari dulu,negatif,99.78,negatif,TikTok
baek baek dsana ya bang.. jangan nyusahin pemerintah indo🙏,baek baek dsana iya bang jangan nyusahin pemerintah indo,negatif,97.68,negatif,TikTok
ortumu kocak.. 🤦,ortumu kocak,positif,98.9,positif,TikTok
nanti di Naturalisasi bang😂,nanti di naturalisasi bang,negatif,87.35,negatif,TikTok
"betul bang ,dah kecewa dengan pemerintah sekarang bang😭",betul bang deh kecewa dengan pemerintah sekarang bang,negatif,99.82,negatif,TikTok
"hari gini masih mikirin nasionalisme,isi perut dan kesejahteraan hidup lebih penting dari nasionalisme",hari gini masih mikirin nasionalisme isi perut dan kesejahteraan hidup lebih penting dari nasionalisme,negatif,92.97,negatif,TikTok
"kl bs smpe beranak pinak di sana bro,bw sklian ortu nya,emang lg parah parah nya di negeri ini.yg menikmati hidup ya hnya pejabat pejabat saja dengan sgla fasilitas nya",kalau bisa smpe beranak pinak di sana saudara laki-laki bawa sklian orang tua nya emang lagi parah parah nya di negeri ini yang menikmati hidup iya hanya pejabat pejabat saja dengan sgla fasilitas nya,negatif,99.36,negatif,TikTok
kan saya udah 10 tahun ngak pulang kurang betah apa coba😅😅😅😅😅,kan saya sudah tahun ngak pulang kurang betah apa coba,negatif,99.39,negatif,TikTok
bawa saja bang ortu.. biar ortu juga merasakan gmn d luar negri. toh klo betah.. tinggal d sana saja 👍,bawa saja bang orang tua biar orang tua juga merasakan gmn di luar negri toh kalau betah tinggal di sana saja,positif,83.13,positif,TikTok
"ihh gak perduli, yg penting ank sy harus bs kerja ke luar negri",ihh gak perduli yang penting anak saya harus bisa kerja ke luar negri,negatif,93.99,negatif,TikTok
Mau bikin trend ini tp gw masih ngendok di indo 🤣,mau bikin trend ini tapi saya masih ngendok di indo,negatif,96.63,negatif,TikTok
special item😅,special hitam,positif,90.53,positif,TikTok
Orang spesial gak mau juga disamain ama dia,orang spesial gak mau juga disamain sama dia,negatif,99.52,negatif,TikTok
anak seceria ini cinta nya ga di follback 🤣,anak seceria ini cinta nya ga di follback,negatif,98.02,negatif,TikTok
Bettul,bettul,negatif,94.64,negatif,TikTok
wkwkwk mau gimana ya.. faktanya memang bgtu,wkwkwk mau bagaimana iya faktanya memang bgtu,negatif,97.27,negatif,TikTok
realitanya gitu. pemimpinnya cuman cinta sama yg berduit,realitanya gitu pemimpinnya cuman cinta sama yang berduit,negatif,99.51,negatif,TikTok
aq dah 20 tahun di SG baru cuti 2 kali dah 19 tahun aq gak cuti Mcm malas gitu mau cuti dah dah nyaman di SG 😍😍,saya deh tahun di sg baru cuti kali deh tahun saya gak cuti mcm malas gitu mau cuti deh deh nyaman di sg,positif,80.02,positif,TikTok
"Jadi pengen jugaa, btw gaji disnaa brpa ka?",jadi pengen jugaa ngomong-ngomong gaji disnaa brpa kakak,netral,92.05,netral,TikTok
"kayaknya kalau sektor laki* agak susah ya dari negara 62 , kebanyakan kuotanya diisi dari India Bangladesh Myanmar Thailand kalau babu iya dari 62 banyak, gaji saya aja hampir menyentuh 10jt 😂😂😂",kayaknya kalau sektor laki agak susah iya dari negara kebanyakan kuotanya diisi dari india bangladesh myanmar thailand kalau babu iya dari banyak gaji saya saja hampir menyentuh jt,negatif,93.66,negatif,TikTok
"benerrrr, aku padamu kakk😆💗",benerrrr aku padamu kakk,positif,99.07,positif,TikTok
Aq finish bln Maret Mbk Renew lagi😅😅😅,saya finish bulan maret mbk renew lagi,netral,96.51,netral,TikTok
ora usah mulih,ora perlu mulih,negatif,99.3,negatif,TikTok
Tua di Singapura msh di gaji berjuta juta.di Indonesia umur 30 th dah di anggap jompo,tua di singapura masih di gaji berjuta juta di indonesia umur th deh di anggap jompo,negatif,96.39,negatif,TikTok
siapapun bukan saya saja setiap orang yg sudah tidak sanggup bekerja pasti balik lagi ke negara asal tapi paling tidak kita punya tabungan😏😏😏😏,siapapun bukan saya saja setiap orang yang sudah tidak sanggup bekerja pasti balik lagi ke negara asal tapi paling tidak kita punya tabungan,negatif,74.45,negatif,TikTok
"aq 5* kontrak di SG. msih betah pokoknya di sini,angkatan 2016🤣",saya kontrak di sg msih betah pokoknya di sini angkatan,positif,99.08,positif,TikTok
malas pulang kaya ak 😂🤣,malas pulang kaya saya,negatif,99.81,negatif,TikTok
bener Mba Singapore terlalu nyaman untuk di tinggalin yah 🤭,benar mbak singapore terlalu nyaman untuk di tinggalin yah,negatif,99.59,negatif,TikTok
hahahhahaa yes betul 💃💃💃,hahahhahaa yes betul,positif,96.54,positif,TikTok
ikuuttt,ikuuttt,positif,95.38,positif,TikTok
🙈🙈samaa.. aku 8tahun disini..4bulan lgi finish .. bingung mau pulang atau nambah😅 Singapore terlalu nyaman,samaa aku tahun disini bulan lagi finish bingung mau pulang atau nambah singapore terlalu nyaman,negatif,98.16,negatif,TikTok
nambah mbaa susah kita di Indonesia,nambah mbaa susah kita di indonesia,negatif,99.25,negatif,TikTok
saya lagi di Malaysia dari 2009 sampe sekrg ..kadang mau pulang pun malas...ada pulang paling 1 bulan aja di kampung...balik lagi kemalysia...dah kaya rumah sendiri dimalaysia sekarg. walaupun sewa,saya lagi di malaysia dari sampai sekrg kadang mau pulang pun malas ada pulang paling bulan saja di kampung balik lagi kemalysia deh kaya rumah sendiri dimalaysia sekarg walaupun sewa,negatif,78.26,negatif,TikTok
"3jt cukup apa pakkk? 1jt seminggu aja cukup buat pangan dan popok bayikkk (ikan aje udh brape duit, gmn org banyak ga mampu beli makanna sehat, gaji aja mpot mpotan)",jt cukup apa pakkk jt seminggu saja cukup buat pangan dan popok bayikkk ikan aje udh brape duit gmn org banyak ga mampu beli makanna sehat gaji saja mpot mpotan,negatif,98.75,negatif,TikTok
maaf itu dikit apa lumayan?ini udah bener 10juta rupiah kan?biaya hidup disana bagaimana?perbulan kisaran berapa?,maaf itu dikit apa lumayan ini sudah benar juta rupiah kan biaya hidup disana bagaimana perbulan kisaran berapa,negatif,95.59,negatif,TikTok
