full_text,clean_text,sentiment,confidence,label_final
 Rekomendasi 3 judul auto-ACC + referensi jurnal SINTA &amp; Scopus Weekend &amp; weekdays class cocok buat yang kerja atau sibuk Zoom &amp; WA coaching privat tutor S2 S3 dosen peneliti alumni luar negeri Dukungan mental &amp; motivasi sampai kelar,rekomendasi judul auto accord referensi jurnal sinta amp scopus weekend amp weekdays class cocok buat yang kerja atau sibuk zoom amp wa coaching privat tutor s s dosen peneliti alumni luar negeri dukungan mental amp motivasi sampai kelar,positif,57.58,positif
@idextratime Lumayan guys #KaburAjaDulu disponsori FIFA,lumayan teman-teman kaburajadulu disponsori fifa,netral,57.58,netral
Konyol #NegeriPejabatBajingan #IndonesiaGelap,konyol negeripejabatbajingan indonesiagelap,negatif,57.6,negatif
nasionalisme gw kuat weh tapi gaji gw sekarang gak bisa bawa gw kemasa depan yang nyaman jadi gw pindah dulu untuk hari tua yg lebih menjamin,nasionalisme saya kuat weh tapi gaji saya sekarang gak bisa bawa saya kemasa depan yang nyaman jadi saya pindah dulu untuk hari tua yang lebih menjamin,positif,57.64,positif
"itu pun udah lega banget, klo mau di teken lagi mungkin bisa lebih",itu pun sudah lega banget kalau mau di teken lagi mungkin bisa lebih,negatif,57.66,negatif
The real Indonesia Gelap #IndonesiaNegeriSakit #IndonesiaGelap,the real indonesia gelap indonesianegerisakit indonesiagelap,negatif,57.66,negatif
kek guna aja bang?,seperti guna saja bang,negatif,57.68,negatif
sepanjang Bahlil dan Mulyono belum pakai baju oreng mending gua di luar negeri,sepanjang bahlil dan mulyono belum pakai baju oreng lebih baik saya di luar negeri,negatif,57.69,negatif
"ku selesaikan dulu S1 ku, setelah itu insyaallah #kaburajadulu",ku selesaikan dulu s ku setelah itu insyaallah kaburajadulu,positif,57.72,positif
yang pengen ikut trend tapi ga bis ☝️,yang pengen ikut trend tapi ga bis,netral,57.74,netral
tergantung negara biaya hidup diluar gede dibanding Indonesia pajak nya lebih gede,tergantung negara biaya hidup diluar gede dibanding indonesia pajak nya lebih gede,negatif,57.75,negatif
mkny jngn cpt2 nikah mbk wkwk,mkny jngn cpt nikah mbk wkwk,positif,57.76,positif
@susipudjiastuti @prabowo @KemensetnegRI @setkabgoid @DediMulyadi71 Jangan percaya sama pemerintah bu semua punya agenda pribadi masing-masing ingin punya power buat berkuasa dan korupsi. Ga ada yg beneran cerdas dan punya moral juga integritas tinggi seperti Lee Kuan Yew yg membangun negaranya dengan baik,jangan percaya sama pemerintah bu semua punya agenda pribadi masing masing ingin punya power buat berkuasa dan korupsi ga ada yang beneran cerdas dan punya moral juga integritas tinggi seperti lee kuan yew yang membangun negaranya dengan baik,negatif,57.76,negatif
@WagimanDeep212_ cikal bakal #kaburajadulu,cikal bakal kaburajadulu,negatif,57.78,negatif
cita cita gue tni waktu tk,cita cita saya tni waktu tk,positif,57.79,positif
maaf udah jadi author yang ga guna tapi lebih ga guna pemerintah kok percaya deh sama aku ,maaf sudah jadi author yang ga guna tapi lebih ga guna pemerintah kok percaya deh sama aku,negatif,57.79,negatif
Akhirnya Trent juga ikut tren #KaburAjaDulu,akhirnya trent juga ikut trend kaburajadulu,positif,57.8,positif
@silpiaoww Gapapa sil semua ada masa nya ko. Aku kan juga kayak gini pas udah kerja. Malah aku lulus lebih tua dari kamu lulus nanti. Yang penting sekarang kamu mau konser atau main main masih bisa. Ke luar negeri nanti bisa setelah lulus kuliahh,gapapa sil semua ada masa nya ko aku kan juga kayak gini pas sudah kerja bahkan aku lulus lebih tua dari kamu lulus nanti yang penting sekarang kamu mau konser atau main main masih bisa ke luar negeri nanti bisa setelah lulus kuliahh,positif,57.8,positif
Jual tambang 🤪,jual tambang,netral,57.8,netral
@somexthread Kalau demikian....apakah #kaburajadulu masih berlaku? Sebab proteksi yang KETAT,kalau demikian apakah kaburajadulu masih berlaku sebab proteksi yang ketat,netral,57.81,netral
Aaminn jie,aaminn jie,positif,57.81,positif
me in future 😇,me in future,netral,57.81,netral
"lah???????????? kocak ni orang da sumpah, w ampe speechless",lah kocak ini orang da sumpah w ampe speechless,negatif,57.82,negatif
nah ini bray,nah ini bray,positif,57.82,positif
aku juga pengen loh....tp yah sudahlah,aku juga pengen loh tapi yah sudahlah,negatif,57.82,negatif
ajak gw pliss😭,ajak saya pliss,positif,57.83,positif
aku mau tapi ke china,aku mau tapi ke china,negatif,57.86,negatif
kalo gitu gua berani jalan kaki 20km,kalau gitu saya berani jalan kaki kamu,netral,57.86,netral
Sometime kita-kita melupakan luar biasanya kerja sama itu adalah peninggalan berharga kita. Mari terapkan dalam kehidupan sehari-hari untuk lestarikan negeri dan capai kebahagiaan universal. Bersatu Jaga Negeri https://t.co/oiqx9x2okI,sometime kita kita melupakan luar biasanya kerja sama itu adalah peninggalan berharga kita mari terapkan dalam kehidupan sehari hari untuk lestarikan negeri dan capai kebahagiaan universal bersatu jaga negeri,positif,57.86,positif
"gw klo ada yg ajak kerja ke luar negri gw mau bang.
jujur aja ya kerja di Indonesia sekarang ini kata kerja sama firaun tersiksa. asli dah",saya kalau ada yang ajak kerja ke luar negri saya mau bang jujur saja iya kerja di indonesia sekarang ini kata kerja sama firaun tersiksa asli deh,negatif,57.87,negatif
bunda corla itu udh berumur,bunda corla itu udh berumur,netral,57.88,netral
@bakuldimsum_ @BANGVELL_ Paling masuk akal saya berencana kerja informal di luar negeri,paling masuk akal saya berencana kerja informal di luar negeri,positif,57.88,positif
Gue selalu percaya para bigot ekstrem kanan ini nampak anti-rezim tapi tingkah mereka sama : suka mengopresi dan berasa paling bener. Ga usah teriak pemerintah dzalim klo kaum lo sama aje,saya selalu percaya para bigot ekstrem kanan ini nampak anti rezim tapi tingkah mereka sama suka mengopresi dan berasa paling benar ga perlu teriak pemerintah dzalim kalau kaum kamu sama aje,negatif,57.88,negatif
Inna lillahi 😭,inna lillahi,netral,57.91,netral
"@penyuka loli:syarat trend :
1,punya duit
2,bisa bahasa asing 😹",loli syarat trend punya duit bisa bahasa asing,negatif,57.91,negatif
@ardisatriawan Bagaimana aspirasi masyarakat bisa didengar jika para anggota DPR justru sibuk ke luar negeri https://t.co/8u7BuE1D51,bagaimana aspirasi masyarakat bisa didengar jika para anggota dpr justru sibuk ke luar negeri,netral,57.92,netral
sama oyy lagi di fase ini skrang 🥺😭,sama oyy lagi di fase ini skrang,negatif,57.96,negatif
"kalo ane punya duit banyak, ane bakal pergi ke Brazil nimba ilmu sepak bola disana siapa tau jadi pemain hebat, terus bela timnas indo dapet duit banyak duitnya pake majuin negara indo jadi ga bakal ada lagi tren kayak begini",kalau ane punya duit banyak ane bakal pergi ke brazil nimba ilmu sepak bola disana siapa tahu jadi pemain hebat terus bela timnas indo dapat duit banyak duitnya pakai majuin negara indo jadi ga bakal ada lagi trend kayak begini,positif,57.97,positif
"memang kaya tapi yang kenyang kan tikus"" kak 😂",memang kaya tapi yang kenyang kan tikus kak,negatif,57.99,negatif
Lagi membayangkan dapet kerja remote wfa luar negeri kerja 5-6 jam dg gaji 2 digit trus ngekos di bandung atau malang trus sebulan sekali jalan2 keliling indo (bayangin aja dlu),lagi membayangkan dapat kerja remote wfa luar negeri kerja jam dg gaji digit trus tinggal di kos di bandung atau malang trus sebulan sekali jalan keliling indo bayangin saja dulu,negatif,58.0,negatif
Susah Kerja Di RI Pengusaha Minta Akses Bekerja Ke Luar Negeri Dipermudah #quotes #foryou #fyp https://t.co/D5nclz4TEa,susah kerja di ri pengusaha minta akses bekerja ke luar negeri dipermudah quotes foryou fyp,negatif,58.0,negatif
pentingnya pemimpin berpendidikan tinggi,pentingnya pemimpin berpendidikan tinggi,netral,58.01,netral
@tanyakanrl Mending brand jepang #KaburAjaDulu https://t.co/VUHqsUPJuz,lebih baik brand jepang kaburajadulu,negatif,58.04,negatif
gacorr 🤙,gacorr,negatif,58.06,negatif
@ry kita kapan ya😭🙏,kita kapan iya,netral,58.06,netral
2030 go to swiss🤩,go to swiss,netral,58.06,netral
Presiden Prabowo sedang menghibur elite politik dg cara membully rakyatnya atas fenomena #KaburAjaDulu dan Indonesia gelap. Tiada peduli wibawa menurun asal masih bisa teriak² di podium. _HiduppJokoweighhhh https://t.co/M1zKMgdCIK,presiden prabowo sedang menghibur elite politik dg cara membully rakyatnya atas fenomena kaburajadulu dan indonesia gelap tiada peduli wibawa menurun asal masih bisa teriak² di podium _hiduppjokoweighhhh,negatif,58.07,negatif
smgt kak,smgt kak,positif,58.07,positif
@tanyarlfes Mending pas kerja ke luar negeri aja nder,lebih baik pas kerja ke luar negeri saja nder,negatif,58.07,negatif
kapan gw bisa kuliah ya?biar bisa #kaburajadulu,kapan saya bisa kuliah iya biar bisa kaburajadulu,netral,58.07,netral
lulus kuliah otw jepang #AminAjaDulu,"lulus kuliah on the way, sedang di jalan jepang aminajadulu",positif,58.08,positif
kamu kerja dimana kak ?,kamu kerja dimana kak,netral,58.09,netral
Vadel km dicari nikmir tuh malah yapping,vadel kamu dicari nikmir tuh bahkan yapping,netral,58.09,netral
iy btl bgt KK suami sy kerja g UMR pdhl krja di porsir,iy btl banget kakak suami saya kerja g umr pdhl krja di porsir,negatif,58.09,negatif
alhamdulillah ucup udah bisa hiragana,alhamdulillah ucup sudah bisa hiragana,netral,58.09,netral
@fallenforwishes Makasiih kak! Wkwkw. Akhirnya bisa ikut pake tagar #KaburAjaDulu ,makasiih kak wkwkw akhirnya bisa ikut pakai tagar kaburajadulu,netral,58.1,netral
tunggumi kuoake ini sound tahun depan🙏,tunggumi kuoake ini sound tahun depan,positif,58.11,positif
kalo kerja harus pengalaman bg kalo ga pengalaman ga akan keterima 😂,kalau kerja harus pengalaman abang kalau ga pengalaman ga akan keterima,negatif,58.12,negatif
Anak wajib tulis harapan di sekolah. Mau sekolah di Malaysia #KaburAjaDulu sejak dini insya Allah nak insya Allah ,anak wajib tulis harapan di sekolah mau sekolah di malaysia kaburajadulu sejak dini insya allah nak insya allah,positif,58.12,positif
bisa tapi belum lancar banget,bisa tapi belum lancar banget,negatif,58.13,negatif
"banyak utk keluarga nya ga si bukan utk org lain , dsni kan kalau kerja minimal ada org dalam😭😭😭",banyak untuk keluarga nya ga si bukan untuk org lain dsni kan kalau kerja minimal ada org dalam,netral,58.14,netral
"kalau ada temen Deket atau kluarga lewat mereka aja sih kak lebih aman, kalau ada instansi yg terpercaya boleh lewat sana",kalau ada teman deket atau keluarga lewat mereka saja sih kak lebih aman kalau ada instansi yang terpercaya boleh lewat sana,netral,58.15,netral
cara nya gimana bang,cara nya bagaimana bang,netral,58.17,netral
Rantaulah sejauh yang kalian mampu dan bawa budaya + di negeri rantau kalian kembali ke bumi dimana kalian dilahirkan suatu saat nanti jika dimungkinkan. 🔥,rantaulah sejauh yang kalian mampu dan bawa budaya di negeri rantau kalian kembali ke bumi dimana kalian dilahirkan suatu saat nanti jika dimungkinkan,positif,58.21,positif
manifest di taun 2026/2027 bisa ikutan #kaburajadulu,manifest di tahun bisa ikutan kaburajadulu,netral,58.23,netral
Aku ga akan pernah cape edukasi temanku yg selalu bilang aku golput aja. Siapapun yg kepilih tetap aja hidupku ga bakalan berubah Aku tau dia mungkin dah ga percaya lg sm pemerintah. TP KLO ADA YG BEGINI HOPELESS. PLIS EDUKASI BAIK BIAR MEREKA NGERTI GOLPUT GA NGERUBAH APAPUN,aku ga akan pernah capek edukasi temanku yang selalu bilang aku golongan putih saja siapapun yang kepilih tetap saja hidupku ga akan berubah aku tahu dia mungkin deh ga percaya lagi sm pemerintah tapi kalau ada yang begini hopeless plis edukasi baik biar mereka mengerti golongan putih ga ngerubah apapun,positif,58.24,positif
Itu surat penyetaraan ijazah S1 karena kuliahnya di luar negeri. Semua yg kuliah S1-S3 di luar negeri bisa menyetarakan ijazahnya tapi ya nggak wajib. Biasanya buat daftar PNS atau kerja yg mensyaratkan. Aku juga punya punya surat ginian.,itu surat penyetaraan ijazah s karena kuliahnya di luar negeri semua yang kuliah s s di luar negeri bisa menyetarakan ijazahnya tapi iya tidak wajib biasanya buat daftar pns atau kerja yang mensyaratkan aku juga punya punya surat ginian,negatif,58.26,negatif
"bener banget kalau plan nya cuma di indo aja kayaknya makin ga beres jadi lebih baik merantau dulu ke negara orang demi kehidupan yang lebih baik dari sekarang, doain ya aku juga mau kabur hihihi😭",benar banget kalau plan nya cuma di indo saja kayaknya makin ga beres jadi lebih baik merantau dulu ke negara orang demi kehidupan yang lebih baik dari sekarang doain iya aku juga mau kabur hihihi,negatif,58.26,negatif
@OposisiCerdas 𝙎𝙖𝙝𝙧𝙤𝙣𝙞 ternyata ikutin jejak #KaburAjaDulu akhirnya sudah jatuh tertimpa tangga lalu digigit ular kobra,𝙎𝙖𝙝𝙧𝙤𝙣𝙞 ternyata ikutin jejak kaburajadulu akhirnya sudah jatuh tertimpa tangga lalu digigit ular kobra,negatif,58.26,negatif
"biasanya itu ditanggung majikan, jadi hampir bersih....",biasanya itu ditanggung majikan jadi hampir bersih,positif,58.26,positif
dah lah #kaburajadulu. banyak temen2 yang berhasil kabur aja dulu recently. yuk semangat yang masih proses!,deh lah kaburajadulu banyak teman yang berhasil kabur saja dulu recently yuk semangat yang masih proses,negatif,58.28,negatif
"persis sm tmn gw. nyari kja g dpt2. akhirnya kja di arab saudi. kja di sana 2 tahun. bs nabung, beli swag dan bangun rumah. begitu tabungan byk. lgsg balik ke Indonesia.",persis sm tmn saya mencari kja g dapat akhirnya kja di arab saudi kja di sana tahun bisa nabung beli swag dan bangun rumah begitu tabungan banyak langsung balik ke indonesia,positif,58.29,positif
@Anno Gading,gading,netral,58.31,netral
"tapi, jika orang² di luar sana bertanya darimana negara asal ku, demi Tanah air ku, aku akan terus menyebutkan negara ku, Indonesia. menyebarkan kebaikan dan wawasan atas nama diriku dan Indonesia",tapi jika orang² di luar sana bertanya darimana negara asal ku demi tanah air ku aku akan terus menyebutkan negara ku indonesia menyebarkan kebaikan dan wawasan atas nama diriku dan indonesia,positif,58.31,positif
@RayzizC @tempodotco Dg teknologi Blockchain bisa dibuat E-government melalui direct democracy dan Rakyat berhubungan dan mengontrol langsung kinerja Pemerintah tanpa wakil dan lembaga wakil Rakyat. Teknologi ini juga mencegah Korupsi dan penyalah gunaan wewenang. Ga percaya tanya Grok ChatGPT dll.,dg teknologi blockchain bisa dibuat e government melalui direct democracy dan rakyat berhubungan dan mengontrol langsung kinerja pemerintah tanpa wakil dan lembaga wakil rakyat teknologi ini juga mencegah korupsi dan penyalah gunaan wewenang ga percaya tanya grok chatgpt dan lain-lain,positif,58.33,positif
kbur dulu khusus puny duit🗿,kbur dulu khusus puny duit,negatif,58.33,negatif
Nahhh ini yg paling beber☺️☺️☺️,nahhh ini yang paling beber,positif,58.34,positif
oke gas,oke gas,positif,58.35,positif
yang intinya gak menetap ya b aja,yang intinya gak menetap iya b saja,negatif,58.36,negatif
mau banget ikut trend ini tp sayang nya umr aku masih 16😭,mau banget ikut trend ini tapi sayang nya umr aku masih,netral,58.36,netral
@NakulaArju25261 @efraimsthoughts mending loe mikirin nasib loe. beliau punya kemampuan yg bahkan kerja di luar negeri dengan gaji lebih tinggi drpada jadi menteri beliau pun bisa.,lebih baik kamu mikirin nasib kamu beliau punya kemampuan yang bahkan kerja di luar negeri dengan gaji lebih tinggi drpada jadi menteri beliau pun bisa,negatif,58.39,negatif
#KaburAjaDulu finally udah sampe CNA. https://t.co/KlzP4Ih7v7,kaburajadulu finally sudah sampai cna,netral,58.4,netral
#kejepang aja dulu,kejepang saja dulu,negatif,58.42,negatif
udh lah ayo ke jepang aja😹,udh lah ayo ke jepang saja,netral,58.44,netral
Iya barusan liat2 😭😭bnyk bgt,iya barusan lihat banyak banget,positif,58.46,positif
cita cita gua aja ganti bang yang tadi nya dari kecil pengen jadi polisi sekarang ga dulu deh mending kerja di jepangg,cita cita saya saja ganti bang yang tadi nya dari kecil pengen jadi polisi sekarang ga dulu deh lebih baik kerja di jepangg,positif,58.48,positif
ini mentri kaga bisa kerja titipan mulyono ya ges ya🤣🤣,ini mentri tidak bisa kerja titipan mulyono iya ges iya,netral,58.48,netral
Gaasssssssss,gaasssssssss,negatif,58.5,negatif
Jir mana akun studio animasinya ternyata isinya bapak bapak boomer kebelet ngejabat (kelihatannya) gayanya itu loh... berlebihan membanggakan diri sendiri sangat bergengsi ngobrol sama pemerintah terkait prospek.. orang dari luar negeri kerja sama kita hebat cringed sm,anjing mana akun studio animasinya ternyata isinya bapak bapak boomer kebelet ngejabat kelihatannya gayanya itu loh berlebihan membanggakan diri sendiri sangat bergengsi ngobrol sama pemerintah terkait prospek orang dari luar negeri kerja sama kita hebat cringed sm,positif,58.5,positif
kursus plg bisa bang.yg bantuin masak aku 4.bln di lkp lgs BS terbang ke Taiwan bearti klo niat bisa jg ya.4bln bisa jg ya ngomong BHS Taiwan,kursus paling bisa bang yang bantuin masak aku bulan di lkp lgs bisa terbang ke taiwan bearti kalau niat bisa juga iya bulan bisa juga iya bicara bhs taiwan,positif,58.5,positif
punya sharinggan🗿🗿🗿🗿🗿,punya sharinggan,positif,58.5,positif
kerja serius gaji bercanda,kerja serius gaji bercanda,positif,58.5,positif
kemerdekaan hanya untuk para pejabat rakyat tetap di jajah😅,kemerdekaan hanya untuk para pejabat rakyat tetap di jajah,negatif,58.5,negatif
@xavierapieres ga tau dh masi percaya lgi apa ga ma Instansi pemerintah satu ini,ga tahu dh masi percaya lagi apa ga ma instansi pemerintah satu ini,positif,58.51,positif
klo tinggal selamanya di negara lain berapa harganya sih?,kalau tinggal selamanya di negara lain berapa harganya sih,netral,58.55,netral
@ElvinaNara Bantuan luar negeri adalah langkah cerdas Presiden Prabowo buat ciptain ekosistem kawasan yang stabil dan penuh peluang kerja sama,bantuan luar negeri adalah langkah cerdas presiden prabowo buat ciptain ekosistem kawasan yang stabil dan penuh peluang kerja sama,positif,58.55,positif
"memang kak kalo Kaka kerja di hari Minggu aja dapet gajinya dobel di hari itu, soalnya pada umumnya semua org libur di hari minggu",memang kak kalau kakak kerja di hari minggu saja dapat gajinya dobel di hari itu soalnya pada umumnya semua org libur di hari minggu,negatif,58.55,negatif
we literally had #KaburAjaDulu on trending ngapain lu ke mari? ,we literally had kaburajadulu on trend sedang apa kamu ke mari,negatif,58.55,negatif
gg bang kuliah dulu terus kejar whv🔥,gg bang kuliah dulu terus kejar whv,negatif,58.56,negatif
"kawal terus
#kaburajadulu",kawal terus kaburajadulu,negatif,58.56,negatif
Aq udh 3th di Malaysia jd tkut mau pulang ke indonesia,saya udh th di malaysia jadi tkut mau pulang ke indonesia,negatif,58.58,negatif
@🐾 ayu naj kita pindahh,ayu naj kita pindahh,negatif,58.59,negatif
#kaburajadulu tapi kabur ke mana ? Belajar bersyukur lah punya tanah air yuk bisa yuk,kaburajadulu tapi kabur ke mana belajar bersyukur lah punya tanah air yuk bisa yuk,negatif,58.6,negatif
"saya krj di arab 2thn di taiwan 14thn sampai sekarang masih stay,krj plng ternyaman di taiwan mau di tingal Eman",saya krj di arab tahun di taiwan tahun sampai sekarang masih stay krj plng ternyaman di taiwan mau di tingal eman,negatif,58.6,negatif
@tanyakanrl Hidup di jaman sekarang dan siap-siap mau #KaburAjaDulu,hidup di jaman sekarang dan siap siap mau kaburajadulu,positif,58.62,positif
"Jangan #KaburAjaDulu!
Karier cerah menantimu di Cimory! 

💼 BUSINESS DEVELOPMENT PROGRAM (BDP)

Program eksklusif untuk kamu yang ingin berkembang, belajar langsung dari profesional, dan jadi bagian dari brand ternama di Indonesia! 🇮🇩

📲 Daftar sekarang: https://t.co/dQi1gOc75S https://t.co/2y92z6MssJ",jangan kaburajadulu karier cerah menantimu di cimory business development program bdp program eksklusif untuk kamu yang ingin berkembang belajar langsung dari profesional dan jadi bagian dari brand ternama di indonesia daftar sekarang,netral,58.62,netral
"ha tu baik pergi keluar la. Aku ckp yg ada dokumen lengkap je, bukan yg gitu² tu. penambah b20 je",tertawa tu baik pergi keluar lah aku cakep yang ada dokumen lengkap je bukan yang gitu² tu penambah b je,negatif,58.65,negatif
"iya ka, maksud aku kalo mau dapet kerjaan yg bagus minimal S1 gitu",iya kakak maksud aku kalau mau dapat kerjaan yang bagus minimal s gitu,netral,58.65,netral
Ternyata benar ya orang Indonesia itu crab mentality. Padahal kan beliau pelopor pertama #KaburAjaDulu setelah 98,ternyata benar iya orang indonesia itu crab mentality padahal kan beliau pelopor pertama kaburajadulu setelah,negatif,58.69,negatif
terus kenapa bapak TDK meragukan nasionalisme para k0rup. aku punya banyak uang mau pindah jugalah pak.,terus kenapa bapak tidak meragukan nasionalisme para krup aku punya banyak uang mau pindah jugalah pak,positif,58.69,positif
wish i could do that,wish i could do that,netral,58.7,netral
ingfo mas,ingfo mas,netral,58.71,netral
"up up up
#kaburajadulu
#diindogadaharapan",up up up kaburajadulu diindogadaharapan,netral,58.71,netral
emyu untuk 270 jT org jirr 😹😹,emyu untuk jt org jirr,negatif,58.74,negatif
@Jkongseong WKWK INI DIA REKAN MEJA SEBELAH GUE. Besok kalo rendernya ngulang lagi dari nol kita tinggalin buat golf padel pulang tidur terus balik ngantor lagi aja yuk? Alias #kaburajadulu. Ketagihan ngga bro waktu nonton film itu?,wkwk ini dia rekan meja sebelah saya besok kalau rendernya ngulang lagi dari nol kita tinggalin buat golf padel pulang tidur terus balik ngantor lagi saja yuk alias kaburajadulu ketagihan tidak saudara laki-laki waktu nonton film itu,negatif,58.76,negatif
it saddens me the fact that orang Indo jadi ga percaya dengan kompetensi dokter dalam negeri. padahal alasan dibalik kenapa dokter ga sanggup ya karena ada aturan pemerintah sistem asuransi/bpjs dan aturan tidak tertulis lainnya yang harus diiyain.,it saddens me the fact that orang indo jadi ga percaya dengan kompetensi dokter dalam negeri padahal alasan dibalik kenapa dokter ga sanggup iya karena ada aturan pemerintah sistem asuransi bpjs dan aturan tidak tertulis lainnya yang harus diiyain,negatif,58.76,negatif
what you do for your country?? nothing???,what you do for your country nothing,netral,58.77,netral
@baseconvo Sejak ikut #kaburajadulu sama mas suami I basically only have him tapi gpp I m honestly happy karena he s like an all in one package. Dikenalin sih ke istri temen temennya tapi tetep aja I can t really get close,sejak ikut kaburajadulu sama mas suami i basically only have him tapi tidak apa-apa i m honestly bahagia karena he s like an all in one package dikenalin sih ke istri teman temennya tapi tetep saja i belum t really get close,positif,58.77,positif
Kucingnya ikut tren #KaburAjaDulu,kucingnya ikut trend kaburajadulu,positif,58.77,positif
@yoyen Kalau bisa meras uang pajak rakyat emang bisa sejauh itu #KaburAjaDulu nya. Bahkan sampai nyewa hotel di Paris. Wow,kalau bisa meras uang pajak rakyat emang bisa sejauh itu kaburajadulu nya bahkan sampai nyewa hotel di paris wow,negatif,58.78,negatif
@learnuri Saat ini sih DPR kak kalau engga ya #KaburAjaDulu ,saat ini sih dpr kak kalau engga iya kaburajadulu,negatif,58.79,negatif
tpp skali demi kemanusiaan yg ADIL dan beradab😌,tpp skali demi kemanusiaan yang adil dan beradab,netral,58.79,netral
@hemoonali @grok Pemerintah bikin Danantara bukan karena ga percaya pasar modal tapi buat strategi investasi yang dukung prioritas negara kayak pertumbuhan ekonomi 8%. Danantara sebagai sovereign wealth fund kerja bareng pasar modal bukan gantiin. Tapi ada kontroversi soal tata kelola,pemerintah bikin danantara bukan karena ga percaya pasar modal tapi buat strategi investasi yang dukung prioritas negara kayak pertumbuhan ekonomi danantara sebagai sovereign wealth fund kerja bareng pasar modal bukan gantiin tapi ada kontroversi soal tata kelola,netral,58.79,netral
@salam4jari Setidaknya kalo mau copot investor asing kembalikan dulu kepercayaan rakyat u/ kembali ke produk pemerintah benahi produknya sampai bner² bisa bersaing sama produk swasta untung² bisa mengungguli. Rakyat tu ga sebodoh itu kalo kualitasnya memang baik rakyat bisa percaya lagi,setidaknya kalau mau copot investor asing kembalikan dulu kepercayaan rakyat kamu kembali ke produk pemerintah benahi produknya sampai bner² bisa bersaing sama produk swasta untung² bisa mengungguli rakyat tu ga sebodoh itu kalau kualitasnya memang baik rakyat bisa percaya lagi,negatif,58.79,negatif
"mo gasssss jo, mar nnti klo jdi wanita kaya dlusss🤣😭",mau gasssss jo mar nnti kalau jadi wanita kaya dlusss,positif,58.81,positif
@BarcaaInside jika barca menang dan juara la liga maka aku akan makin ambis belajar buat #kaburajadulu,jika barca menang dan juara lah liga maka aku akan makin ambis belajar buat kaburajadulu,negatif,58.81,negatif
menurut loe solusinya gmn suhu,menurut kamu solusinya gmn suhu,netral,58.82,netral
Sometime kita lupa luar biasanya kerja sama itu adalah warisan luhur kita. Mari implementasikan dalam kehidupan sehari-hari untuk jaga negeri dan realisasikan kemakmuran kolektif. Bersatu Jaga Negeri https://t.co/Tpeb3lnnoO,sometime kita lupa luar biasanya kerja sama itu adalah warisan luhur kita mari implementasikan dalam kehidupan sehari hari untuk jaga negeri dan realisasikan kemakmuran kolektif bersatu jaga negeri,positif,58.83,positif
Dalam Nama Yesus 2025 #kaburajadulu😇,dalam nama yesus kaburajadulu,netral,58.84,netral
@N4N60R14N Udh gue bilang akan ada macem2 gini. Untung ga milih itu setidaknya gue hanya menikmati kebijakan yg ga gue pengen krna gue ga percaya pemerintah jd udh jaga2 dulyan. Sehat2 para pencari rejeki dn pendidikan.,udh saya bilang akan ada macam gini untung ga milih itu setidaknya saya hanya menikmati kebijakan yang ga saya pengen krna saya ga percaya pemerintah jadi udh jaga dulyan sehat para pencari rezeki dn pendidikan,negatif,58.84,negatif
First time ditinggal kerja ke luar negeri selama seminggu rasanya kek beda aja gitu pas ditinggal wfh ke Bandung ,first time ditinggal kerja ke luar negeri selama seminggu rasanya seperti beda saja gitu pas ditinggal wfh ke bandung,negatif,58.84,negatif
gaji di papua berapa ya🤔,gaji di papua berapa iya,netral,58.84,netral
@tirta_cipeng Memang dok koen motivasi bagi orang-orang apa-apa flexing dikit-dikit coli dikit-dikit ngencuk makin banyak civil society kaya anda. Makin maju Indonesia setelah #kaburajadulu / 1 periode ini.,memang dok koen motivasi bagi orang orang apa apa flexing dikit dikit coli dikit dikit ngencuk makin banyak civil society kaya anda makin maju indonesia setelah kaburajadulu periode ini,positif,58.85,positif
@russeverst Huhuhu iya kakk makasihhh let's go #kaburajadulu,huhuhu iya kakk makasihhh let s go kaburajadulu,positif,58.85,positif
Cari kerjaan di Konoha kaya persyaratan jdi model🗿,cari kerjaan di konoha kaya persyaratan jadi model,netral,58.86,netral
saking bahagianya sampe pas mahasiswa itu udah kerja di luar negeri dan diundang pulang sbg alumni buat sharing session pengalaman itu yang dia ceritain ke para mahasiswa juniornya ((nyokap sendiri saat itu malah udah lupa)),saking bahagianya sampai pas mahasiswa itu sudah kerja di luar negeri dan diundang pulang sbg alumni buat sharing session pengalaman itu yang dia ceritain ke para mahasiswa juniornya ibu sendiri saat itu bahkan sudah lupa,positif,58.86,positif
 Kita semua sudah paham seluruh fraksi di DPR telah sepakat tunjangan perumahan dihapus termasuk tunjangan lain yang masih dalam proses. Moratorium kunjungan kerja ke luar negeri juga sudah diberlakukan sampai batas waktu yang belum ditentukan tegas Andre.,kita semua sudah paham seluruh fraksi di dpr telah sepakat tunjangan perumahan dihapus termasuk tunjangan lain yang masih dalam proses moratorium kunjungan kerja ke luar negeri juga sudah diberlakukan sampai batas waktu yang belum ditentukan tegas andre,netral,58.88,netral
yaudah bay ya kalau benar terjadi,ya sudah bay iya kalau benar terjadi,negatif,58.88,negatif
