created_at,full_text,id_str,platform,clean_text,topic_id_v2,sentiment,confidence
Tue Aug 26 09:13:30 +0000 2025,️ Hai Mangcek Bicek! ️ Kasus Tindak Pidana Perdagangan Orang (TPPO) masih sering terjadi di Indonesia Banyak korban tergiur dengan iming-iming kerja di luar negeri tapi berakhir jadi korban eksploitasi. https://t.co/Ha2JkKVJ7i,1960269360720756984,X,hai mangcek bicek kasus tindak pidana perdagangan orang tppo masih sering terjadi di indonesia banyak korban tergiur dengan iming iming kerja di luar negeri tapi berakhir jadi korban eksploitasi,2,negatif,99.17
Tue Aug 26 09:10:40 +0000 2025,Kesempatan *kerja dan studi* di luar negeri terutama *Jepang 🇯🇵* dan *Australia 🇦🇺* *WEBINAR SPESIAL* *Setiap hari Rabu* *19.00 21.00 WIB* *Gabung Grup Info :* https://t.co/OlKX3m1FXM Informasi hubungi : https://t.co/e60zslz3td https://t.co/FUTZAaOPWH,1960268648922120389,X,kesempatan kerja dan studi di luar negeri terutama jepang dan australia webinar spesial setiap hari rabu wib gabung grup informasi informasi hubungi,4,netral,99.16
Tue Aug 26 09:03:17 +0000 2025,@AraituLaki Kurang greget sejahterahkab rakyat.. Sumber daya Alam melimpah.. ( notabene utang luar negeri tambah banyak.. pajak dinaikan dari segala bidang.. terus u itu kerja untuk rakyat atau mau malak rakyat )....,1960266790166302832,X,kurang greget sejahterahkab rakyat sumber daya alam melimpah notabene utang luar negeri tambah banyak pajak dinaikan dari segala bidang terus kamu itu kerja untuk rakyat atau mau malak rakyat,75,negatif,99.65
Tue Aug 26 09:00:57 +0000 2025,@worksfess Kalau mau rest gapapa nder tapi jangan terlalu lama. Abis itu tingkatin skill terus kerja di luar negeri aja sih menurut aku. Lebih kejamin aja,1960266202028114138,X,kalau mau rest gapapa nder tapi jangan terlalu lama habis itu tingkatin skill terus kerja di luar negeri saja sih menurut aku lebih kejamin saja,3,negatif,99.79
Tue Aug 26 08:56:24 +0000 2025,Gaji dan tunjangan saja besar baru ada demo takut apalagi keadaan negara genting mungkin sudah kabur ke luar negeri ya? Kita rakyat yang bayar pajak tinggi pelayanan kesehatan pendidikan tranportasi keamanan sangat amat kurang tetap kerja keras. Bagaimana @KemenkeuRI ?,1960265057948045439,X,gaji dan tunjangan saja besar baru ada demo takut apalagi keadaan negara genting mungkin sudah kabur ke luar negeri iya kita rakyat yang bayar pajak tinggi pelayanan kesehatan pendidikan tranportasi keamanan sangat amat kurang tetap kerja keras bagaimana,75,negatif,99.19
Tue Aug 26 08:44:46 +0000 2025,-Sehat &amp; kaya biar bisa lebih banyak liburan &amp; trip ke luar negeri tanpa duit sendiri (dibayarin kerjaan wkwk) kalo bisa ke Boracay Thai &amp; Jepang. -Belajar nyetir mobil. -Kamar yang lebih luas ada area kerja &amp; karya. -Lebih well dress lagi pengen yg casual-chic-simple-bold. https://t.co/DzbNOEgM9S,1960262132257427869,X,sehat amp kaya biar bisa lebih banyak liburan amp trip ke luar negeri tanpa duit sendiri dibayarin kerjaan wkwk kalau bisa ke boracay thai amp jepang belajar nyetir mobil kamar yang lebih luas ada area kerja amp karya lebih well dress lagi pengen yang casual chic simple bold,2,positif,99.35
Tue Aug 26 08:15:54 +0000 2025,kerja ke luar negeri dapetin permanent resident trus ajuin pindah kewarganegaraan,1960254867156410781,X,kerja ke luar negeri dapetin permanent resident trus ajuin pindah kewarganegaraan,88,netral,93.81
Tue Aug 26 08:12:40 +0000 2025,hi sore ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1960254053533049050,X,hai sore kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.66
Tue Aug 26 07:32:11 +0000 2025,Anggota DPR RI Komisi XII fraksi PAN Arisal Aziz mengkritisi PSSI karena terus-terusan melakukan naturalisasi pemain luar negeri untuk Timnas Indonesia. Hal itu ia sampaikan saat Rapat Kerja dengan Kemenhum RI dan Kemenpora RI pada Selasa 26 Agustus 2025. . Arisal menilai bahwa https://t.co/bGqaZJ0HIf,1960243866097082422,X,anggota dpr ri komisi xii fraksi pan arisal aziz mengkritisi pssi karena terus terusan melakukan naturalisasi pemain luar negeri untuk timnas indonesia hal itu ia sampaikan saat rapat kerja dengan kemenhum ri dan kemenpora ri pada selasa agustus arisal menilai bahwa,2,netral,96.93
Tue Aug 26 07:22:13 +0000 2025,Gaji 3 juta per hari Rapat dibayarin Dapet tunjangan gede Kunjungan kerja dibayarin Beli ini itu di luar negeri dibayarin Tapi bikin kebijakan ndak ada yg bener Kerja juga ndak becus Buat gw bangsat sih,1960241356548485133,X,gaji juta per hari rapat dibayarin dapat tunjangan gede kunjungan kerja dibayarin beli ini itu di luar negeri dibayarin tapi bikin kebijakan tidak ada yang benar kerja juga tidak becus buat saya bangsat sih,3,negatif,99.3
Tue Aug 26 07:10:42 +0000 2025,@tanyakanrl pindah kerja sekalian jalan jalan ke luar negeri tapi jgn resign dulu sebelum dapet job yg baru,1960238456627454453,X,pindah kerja sekalian jalan jalan ke luar negeri tapi jangan resign dulu sebelum dapat job yang baru,3,negatif,49.59
Tue Aug 26 05:42:28 +0000 2025,@tanyakanrl kalo travelling ke kota sebelah kotamu ok aja kalo udh keluar province ampe luar negeri mending km balik kerja lagi aja,1960216251696890176,X,kalau travelling ke kota sebelah kotamu ok saja kalau udh keluar province ampe luar negeri lebih baik kamu balik kerja lagi saja,3,negatif,42.98
Tue Aug 26 05:29:47 +0000 2025,#Senin vibes: mau kerja ke luar negeri tapi dokumen belum siap Rasanya sama kayak nunggu sidang DPR: lama ribet ujungnya pusing wkwk A Thread: TIPS biar urus visa &amp; working permit gak korupsi waktu,1960213061547245672,X,senin vibes mau kerja ke luar negeri tapi dokumen belum siap rasanya sama kayak nunggu sidang dpr lama ribet ujungnya pusing wkwk a thread tips biar urus visa amp working permit gak korupsi waktu,3,negatif,51.45
Tue Aug 26 05:11:09 +0000 2025,Menteri Luar Negeri Mesir Badr Abdelatty dalam pertemuan darurat Dewan Menteri Luar Negeri Organisasi Kerja Sama Islam (OKI) menyatakan bahwa Kairo tidak akan membiarkan ilusi tentang Israel Raya mewujud menjadi kenyataan.https://t.co/DFZVR4E2gx,1960208372470624300,X,menteri luar negeri mesir badr abdelatty dalam pertemuan darurat dewan menteri luar negeri organisasi kerja sama islam oki menyatakan bahwa kairo tidak akan membiarkan ilusi tentang israel raya mewujud menjadi kenyataan,85,netral,98.49
Tue Aug 26 04:55:41 +0000 2025,Utang lunas boleh lah kerja ke luar negeri. Bisa nabung dan bisa beli apapun tanpa mkirin kebutuhan yang lain heheh,1960204477975412821,X,utang lunas boleh lah kerja ke luar negeri bisa nabung dan bisa beli apapun tanpa mkirin kebutuhan yang lain heheh,3,positif,63.78
Tue Aug 26 03:56:49 +0000 2025,@meermoder saran gw pribadi (terserah mau ikutin atau nggak) lebih baik jangan meskipun orang2 udah pada tau. let it become a well known secret aja. ntah di masa depan lu gimana (apakah rezeki kerja di luar negeri ato nggak). misal nyari2 di sini HR bakal stalk sedalam2nya,1960189667220893804,X,saran saya pribadi terserah mau ikutin atau tidak lebih baik jangan meskipun orang sudah pada tahu let it become a well known secret saja ntah di masa depan kamu bagaimana apakah rezeki kerja di luar negeri atau tidak misal mencari di sini hari bakal stalk sedalamnya,3,negatif,97.02
Tue Aug 26 03:15:09 +0000 2025,@IndoPopBase Manifesting 2 tahun lagi maksimal lah bisa kerja di NZ atau Aussie sebagai registered nurse di panti nya. Soalnya kalo di RS keknya hectic banget. Tapi sepertinya yang penting bisa kerja ke luar negeri aja sih,1960179179410063489,X,manifesting tahun lagi maksimal lah bisa kerja di nz atau aussie sebagai registered nurse di panti nya soalnya kalau di rs kayaknya hectic banget tapi sepertinya yang penting bisa kerja ke luar negeri saja sih,3,positif,98.22
Tue Aug 26 03:04:19 +0000 2025,hi pagi ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1960176453422813664,X,hai pagi kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.65
Tue Aug 26 02:21:07 +0000 2025,@tanyarlfes Aku cuma gk dibolehin kerja di luar negeri aja sih,1960165580830642292,X,aku cuma gk dibolehin kerja di luar negeri saja sih,3,negatif,98.63
Tue Aug 26 01:40:36 +0000 2025,ngerti sih setelah tinggal di luar sendirian (belajar + kerja) gua juga jadi paham tinggal di luar negeri might not be for everyone. apalagi di jepang yg orang²nya kebanyakan lebih tertutup.. LDR jg ga semuanya bisa bikin keinget thread couple yg beberapa kali LDR jp id itu - s,1960155384074907827,X,mengerti sih setelah tinggal di luar sendirian belajar kerja saya juga jadi paham tinggal di luar negeri might not be for everyone apalagi di jepang yang orang²nya kebanyakan lebih tertutup ldr juga ga semuanya bisa bikin keinget thread couple yang beberapa kali ldr jp id itu s,4,negatif,44.96
Tue Aug 26 01:07:30 +0000 2025,@kompascom Kerja belum setahun sdh dpt penghargaan Dibilang prestasinya luar biasa Ya betul termasuk korupsi. Konoha bener2 negeri milik penguasa bukan rakyat.,1960147055156019480,X,kerja belum setahun sdh dapat penghargaan dibilang prestasinya luar biasa iya betul termasuk korupsi konoha benar negeri milik penguasa bukan rakyat,1,negatif,95.56
Tue Aug 26 01:06:28 +0000 2025,@sapphicsfess kerja di jkt masa ga bisa dapet gaji umr? aku ga pernah tertarik kerja di luar negeri harus jauh dari teman dan keluarga. kalo bisa cari support system good for you but not everyone is like that.,1960146796547817576,X,kerja di jakarta masa ga bisa dapat gaji umr aku ga pernah tertarik kerja di luar negeri harus jauh dari teman dan keluarga kalau bisa cari support system good for you but not everyone is like that,3,negatif,56.82
Tue Aug 26 00:00:56 +0000 2025,Kabar baik bagi lulusan UPI yang ingin kerja di luar negeri. #upi #kerjadiluarnegeri https://t.co/I1wDkJzwrD,1960130302787142127,X,kabar baik bagi lulusan upi yang ingin kerja di luar negeri upi kerjadiluarnegeri,3,netral,98.31
Mon Aug 25 23:42:34 +0000 2025,@WokDe19769 @Delly9292 @somexthread Iya Bang cerminan pemerintah memang ada pada rakyatnya banyak bersliweran juga dulu yang mau berangkat ke kamboja tanpa pengalaman luar negeri atau visa kerja di cegah karena interview malah marah2 tapi kalau sudah kejadian tetap yang disalahkan pemerintah,1960125680127189422,X,iya bang cerminan pemerintah memang ada pada rakyatnya banyak bersliweran juga dulu yang mau berangkat ke kamboja tanpa pengalaman luar negeri atau visa kerja di cegah karena interview bahkan marah tapi kalau sudah kejadian tetap yang disalahkan pemerintah,2,negatif,98.7
Mon Aug 25 21:39:37 +0000 2025,@unworthyhm Kerja di luar negeri saja kak hehe,1960094740604678231,X,kerja di luar negeri saja kak he,3,negatif,73.58
Mon Aug 25 21:31:49 +0000 2025,@airkehidup4n @tanyakanrl kak tapi bukannya kalo cari kerja di luar negeri itu juga susah kalo mandiri? soalnya kebanyakan yang aku kenal itu lewat lembaga atau organisasi gitu kak.,1960092779037737223,X,kak tapi bukannya kalau cari kerja di luar negeri itu juga susah kalau mandiri soalnya kebanyakan yang aku kenal itu lewat lembaga atau organisasi gitu kak,3,negatif,85.73
Mon Aug 25 15:49:55 +0000 2025,ah gak juga gw bayar 1jt sama aja ditanya detail‍️ soal sklh&amp;kerja ortu/wali passport buat apa dll. pas gw jwb siapatau butuh aja krn emg bikin tanpa ada rencana petugasnya jelasin kl emg semua jwbn hrs jelas jd gw jwb krn punya keluarga di luar negeri br proseszzz,1960006736888373401,X,ah gak juga saya bayar jt sama saja ditanya detail soal sekolah amp kerja orang tua wali passport buat apa dan lain-lain pas saya jawab siapatau butuh saja karena emg bikin tanpa ada rencana petugasnya jelasin kalau emg semua jwbn harus jelas jadi saya jawab karena punya keluarga di luar negeri baru proseszzz,61,negatif,96.05
Mon Aug 25 15:05:01 +0000 2025,Rakyat mau cari Kerja di Luar Negeri aja DIPERAS bikin Sertifikat K3 Emang Binatang nih Pejabat Indonesia @mohmahfudmd https://t.co/vX99JRgBHu,1959995434262483104,X,rakyat mau cari kerja di luar negeri saja diperas bikin sertifikat ke emang binatang ini pejabat indonesia,2,negatif,99.47
Mon Aug 25 13:57:17 +0000 2025,@PettyPriestess Gua pengen awalnya sih dia pas kerja dipindahin mulu sama atasannya karena gak cocok sama style nya terus dipindahinnya ke luar negeri yang antah berantah disana ketemu orang yang gak pernah ngehargain dia kayak dia pas sama gua terus dia nangis terus dan tersiksa pas winter .,1959978388166439343,X,saya pengen awalnya sih dia pas kerja dipindahin melulu sama atasannya karena gak cocok sama style nya terus dipindahinnya ke luar negeri yang antah berantah disana ketemu orang yang gak pernah ngehargain dia kayak dia pas sama saya terus dia menangis terus dan tersiksa pas winter,3,negatif,99.34
Mon Aug 25 13:55:49 +0000 2025,Kerja keraslah sampe anak lu kerja di luar negeri keluar dari tempat ga adil ini,1959978022699954509,X,kerja keraslah sampai anak kamu kerja di luar negeri keluar dari tempat ga adil ini,3,negatif,97.79
Mon Aug 25 13:53:36 +0000 2025,@zzzzktls Gue tau ini emang udah hampir mau happy tapi kenapa gue tetep trust issue yaa??? H-1 lamaran kerja di luar negeri pula https://t.co/Wfa5JqxzmR,1959977464978948567,X,saya tahu ini emang sudah hampir mau bahagia tapi kenapa saya tetep trust issue yaa h lamaran kerja di luar negeri pula,3,positif,98.62
Mon Aug 25 12:57:51 +0000 2025,Permisi temen mau nanya jdi aku kan lgi kerja di jpn ya nah kemaren daftar di ut daerah Semarang. Haruskah pindah ke ut cabang luar negeri?,1959963432826085874,X,permisi teman mau bertanya jadi aku kan lagi kerja di jpn iya nah kemarin daftar di ut daerah semarang haruskah pindah ke ut cabang luar negeri,3,netral,95.74
Mon Aug 25 12:36:44 +0000 2025,ya Allah mau kerja di luar negeri udah muak tinggal di indo :(,1959958117053075523,X,iya allah mau kerja di luar negeri sudah muak tinggal di indo,5,negatif,99.81
Mon Aug 25 12:05:24 +0000 2025,Jelas capek makanya kalo udah ngumpul tabungan pengen kursus bahasa asing biar bisa kerja di luar negeri,1959950231921119638,X,jelas capek makanya kalau sudah berkumpul tabungan pengen kursus bahasa asing biar bisa kerja di luar negeri,3,negatif,98.67
Mon Aug 25 10:14:57 +0000 2025,@MamiaDoang Mantaaappp. Katanya Kepala desanya malah mau kerja ke luar negeri ya?,1959922436427993379,X,mantaaappp katanya kepala desanya bahkan mau kerja ke luar negeri iya,3,positif,98.98
Mon Aug 25 10:13:06 +0000 2025,Menteri Luar Negeri RI Sugiono dianugerahi tanda kehormatan Bintang Mahaputera Utama oleh Presiden Prabowo Subianto dalam upacara di Istana Negara Senin (25/8). Penghargaan ini diberikan atas jasanya memperkuat politik luar negeri bebas aktif memperluas kerja sama https://t.co/hHVT24YPym,1959921973204820423,X,menteri luar negeri ri sugiono dianugerahi tanda kehormatan bintang mahaputera utama oleh presiden prabowo subianto dalam upacara di istana negara senin penghargaan ini diberikan atas jasanya memperkuat politik luar negeri bebas aktif memperluas kerja sama,16,netral,93.52
Mon Aug 25 09:04:23 +0000 2025,Belakangan ini juga ramai aplikasi yang menyediakan akses jual beli saham luar negeri terutama pasar saham Amerika tapi jika belum pernah transaksi saham sama sekali mungkin lebih baik coba transaksi di BEI dulu supaya paham cara kerja pasar saham dulu,1959904681154810333,X,belakangan ini juga ramai aplikasi yang menyediakan akses jual beli saham luar negeri terutama pasar saham amerika tapi jika belum pernah transaksi saham sama sekali mungkin lebih baik coba transaksi di bei dulu supaya paham cara kerja pasar saham dulu,1,netral,65.17
Mon Aug 25 08:36:02 +0000 2025,makasih banyak Tuhan udah ngasih aku rezeki dari kerja di luar negeri. sedikit demi sedikit semoga bisa bahagiain keluargaku,1959897544399675788,X,terima kasih banyak tuhan sudah memberikan aku rezeki dari kerja di luar negeri sedikit demi sedikit semoga bisa bahagiain keluargaku,72,positif,98.59
Mon Aug 25 07:09:18 +0000 2025,hi siang ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1959875716910047264,X,hai siang kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.65
Mon Aug 25 05:52:10 +0000 2025,Jobdesk: 1. Memposting produk di marketplace luar negeri 2. Editing menggunakan Canva Gaji: Training 2 3 bulan: Rp 1.750.000/bulan Gaji naik setelah menjadi pegawai tetap Lokasi kerja: Jl. Letkol Subradi Kalahljo 1 Triharjo Sleman,1959856307298619749,X,jobdesk memposting produk di marketplace luar negeri editing menggunakan canva gaji training bulan rp bulan gaji naik setelah menjadi pegawai tetap lokasi kerja jl letkol subradi kalahljo triharjo sleman,3,netral,99.72
Mon Aug 25 05:52:08 +0000 2025,LOWONGAN PEKERJAAN ADMIN MARKETPLACE UD. Prasojo Putra membuka kesempatan kerja untuk posisi Admin Posting Produk di Marketplace Luar Negeri. Kualifikasi: Perempuan usia 17 25 tahun lulusan SMA/sederajat Memiliki kemampuan Bahasa Inggris standar https://t.co/Jp2cZvFqhI,1959856299543556202,X,lowongan pekerjaan admin marketplace sudah prasojo putra membuka kesempatan kerja untuk posisi admin posting produk di marketplace luar negeri kualifikasi perempuan usia tahun lulusan sama sederajat memiliki kemampuan bahasa inggris standar,3,netral,98.02
Mon Aug 25 05:19:15 +0000 2025,Rekomendasi 3 judul auto-ACC + referensi jurnal SINTA &amp; Scopus Weekend &amp; weekdays class cocok buat yang kerja atau sibuk Zoom &amp; WA coaching privat tutor S2 S3 dosen peneliti alumni luar negeri,1959848024840290779,X,rekomendasi judul auto accord referensi jurnal sinta amp scopus weekend amp weekdays class cocok buat yang kerja atau sibuk zoom amp wa coaching privat tutor s s dosen peneliti alumni luar negeri,3,netral,79.25
Mon Aug 25 02:49:49 +0000 2025,damn dikasi pilihan tahun besok kuliah atau kerja di luar negeri pgn bgt kerja di luar negeri pgn menjaoh Dr kehidupunk disini tp kl g coolyeah eman eman. tp gmn donkkk ajg,1959810416722489429,X,damn dikasi pilihan tahun besok kuliah atau kerja di luar negeri pgn banget kerja di luar negeri pgn menjaoh dr kehidupunk disini tapi kalau g coolyeah eman eman tapi gmn donkkk ajg,3,negatif,98.08
Mon Aug 25 01:53:30 +0000 2025,Menteri P2MI Abdul Kadir Karding membahas peluang kerja sama penguatan pelatihan vokasi dan penempatan tenaga kerja terampil Indonesia ke luar negeri SC: https://t.co/ymV5I5sGuO #MorningBreakfast #KBFM #RadioKalimaya #RadioSebayaMudaMalangRaya #RadioAnakMuda #RadioDewasaMuda,1959796243762479554,X,menteri pmi abdul kadir karding membahas peluang kerja sama penguatan pelatihan vokasi dan penempatan tenaga kerja terampil indonesia ke luar negeri sc morningbreakfast kbfm radiokalimaya radiosebayamudamalangraya radioanakmuda radiodewasamuda,2,netral,99.23
Sun Aug 24 18:59:14 +0000 2025,TikTok gue sekarang isinya orang orang yg kerja di bidang yg mirip kayak gue gajinya udah 20an juta pada resign buat ambil WHV terus jadi kasir di luar negeri???? Dan banyak ternyata. Apasih? Apakah ini pertanda????,1959691991253688763,X,tiktok saya sekarang isinya orang orang yang kerja di bidang yang mirip kayak saya gajinya sudah an juta pada resign buat ambil whv terus jadi kasir di luar negeri dan banyak ternyata apa sih apakah ini pertanda,3,negatif,98.8
Sun Aug 24 16:55:19 +0000 2025,Aku pengen bisa berkuda memanah tembak main alat musik muay thai jalan-jalan ke luar negeri jalan jalan ke berbagai kota di indonesia still wanna trying everything in this country masih mau kerja ke luar negeri,1959660807329095976,X,aku pengen bisa berkuda memanah tembak main alat musik muay thai jalan jalan ke luar negeri jalan jalan ke berbagai kota di indonesia masih wan na trying everything in this country masih mau kerja ke luar negeri,2,positif,98.03
Sun Aug 24 16:07:18 +0000 2025,@LahrianSyahilla Diharapkan program ini juga membuka peluang magang atau kerja sama riset antara mahasiswa Indonesia di luar negeri.,1959648721207246901,X,diharapkan program ini juga membuka peluang magang atau kerja sama riset antara mahasiswa indonesia di luar negeri,16,netral,92.96
Sun Aug 24 14:56:53 +0000 2025,Ketika sepupu bisa kerja di luar tetangga S2 di luar negeri temen sukses jadi PNS Aku disini pusing mereka kok bisa dapet semua impianku ,1959631002978206031,X,ketika sepupu bisa kerja di luar tetangga s di luar negeri teman sukses jadi pns aku disini pusing mereka kok bisa dapat semua impianku,3,negatif,99.4
Sun Aug 24 14:27:11 +0000 2025,ANTARA - Menteri Pelindungan Pekerja Migran Indonesia Abdul Kadir Karding membahas peluang kerja sama penguatan pelatihan vokasi dan penempatan tenaga kerja terampil Indonesia ke luar negeri khususnya ke Jepang. https://t.co/luLYcgh1RJ,1959623526547427717,X,antara menteri pelindungan pekerja migran indonesia abdul kadir karding membahas peluang kerja sama penguatan pelatihan vokasi dan penempatan tenaga kerja terampil indonesia ke luar negeri khususnya ke jepang,2,netral,99.34
Sun Aug 24 13:49:35 +0000 2025,@icebellechoco @sunflowerss80 @tanyakanrl iya ada juga yg suka bule beberapa org (cwe) kalo ku tanya misal bisa kerja di luar negeri pada mau ke mana mayoritas jawab US negara impian kalo kata mereka klo gombal mah org indo wkwk sering nemu di live org china komen isinya org indo dikit bilang love you wo ai ni,1959614065577456120,X,iya ada juga yang suka bule beberapa org cwe kalau ku tanya misal bisa kerja di luar negeri pada mau ke mana mayoritas jawab us negara impian kalau kata mereka kalau suka merayu mah org indo wkwk sering nemu di live org china komen isinya org indo dikit bilang love you wo ai ini,5,negatif,89.03
Sun Aug 24 12:12:51 +0000 2025,Akhirnya Indonesia kembali membahana di dunia internasional setelah banyak lawatan ke luar negeri untuk menjalin komunikasi dan banyak kerja sama dengan negara lain kali ini Presiden Prabowo Subianto sudah dipastikan akan berpidato di sidang umum PBB 23 September 2025. https://t.co/FU7n3ltXIw,1959589721392472346,X,akhirnya indonesia kembali membahana di dunia internasional setelah banyak lawatan ke luar negeri untuk menjalin komunikasi dan banyak kerja sama dengan negara lain kali ini presiden prabowo subianto sudah dipastikan akan berpidato di sidang umum pbb september,16,netral,67.76
Sun Aug 24 11:27:15 +0000 2025,@yappingfess Kalau aku jadi cowo aku bakalan lamar semua pekerjaan dan nyoba kerja di luar negeri. Nikmatin hidup dengan Travelling dan membuat diri ini menjadi extrovert rapi stylish baik hati suka menolong dan menabung.,1959578243935400207,X,kalau aku jadi cowo aku akan lamar semua pekerjaan dan nyoba kerja di luar negeri nikmatin hidup dengan travelling dan membuat diri ini menjadi extrovert rapi stylish baik hati suka menolong dan menabung,3,positif,94.52
Sun Aug 24 11:05:36 +0000 2025,aku tau harus bersyukur dapat kerjaan yg sekarang tapi emang salah ya kalo masih pingin kerja ke luar negeri?? I mean sesalah itu kah?,1959572796440494583,X,aku tahu harus bersyukur dapat kerjaan yang sekarang tapi emang salah iya kalau masih pingin kerja ke luar negeri i mean sesalah itu kah,3,negatif,84.41
Sun Aug 24 10:51:28 +0000 2025,@babufess ayo kita kerja di luar negeri agar bisa welkin tumpuk 10 ,1959569241436295193,X,ayo kita kerja di luar negeri agar bisa welkin tumpuk,3,netral,52.48
Sun Aug 24 08:08:19 +0000 2025,@tanyakanrl kak mending kerja ke luar negeri lagi cari duit yg banyak dan skip si cowo itu.,1959528180621906276,X,kak lebih baik kerja ke luar negeri lagi cari duit yang banyak dan skip si cowo itu,3,negatif,92.98
Sun Aug 24 07:55:37 +0000 2025,@asistendokter @worksfess Blg aja buat ngelamar kerja biasa. Kecuali kalo buat ngelamar ke luar negeri itu beda lagi kayanya deh ngurusnya harus di polres,1959524986957205562,X,bilang saja buat melamar kerja biasa kecuali kalau buat melamar ke luar negeri itu beda lagi kayaknya deh ngurusnya harus di polres,3,negatif,94.64
Sun Aug 24 07:55:00 +0000 2025,Pramono Sebut Jakarta Terbuka untuk Pekerja Luar Daerah Warga DKI Didukung Kerja ke Luar Negeri https://t.co/5kC80qwS6t,1959524830115414109,X,pramono sebut jakarta terbuka untuk pekerja luar daerah warga dki didukung kerja ke luar negeri,3,netral,99.58
Sun Aug 24 07:49:39 +0000 2025,@WArni68993 @kcoulnu @txtdrimedia Halo! Kalau kamu nanya soal 300 hari pemerintahan Prabowo pencapaiannya termasuk pertumbuhan ekonomi &gt;5% penghematan anggaran program makan siang gratis dan tindakan anti-korupsi seperti penangkapan Wakil Menteri Tenaga Kerja. Kritiknya: kebijakan luar negeri dianggap kurang,1959523485690318866,X,halo kalau kamu bertanya soal hari pemerintahan prabowo pencapaiannya termasuk pertumbuhan ekonomi begitu penghematan anggaran program makan siang gratis dan tindakan anti korupsi seperti penangkapan wakil menteri tenaga kerja kritiknya kebijakan luar negeri dianggap kurang,1,netral,61.56
Sun Aug 24 07:10:48 +0000 2025,@anceintdream ㅤㅤ yang penting kerja ditemenin pacar ‍↕️ aku loh banyak jajan kalo ke luar negeri kmu mw nitip ga? ㅤㅤㅤㅤㅤㅤㅤ,1959513708373451225,X,ㅤㅤ yang penting kerja ditemenin pacar aku loh banyak jajan kalau ke luar negeri kmu now watching nitip ga ㅤㅤㅤㅤㅤㅤㅤ,3,netral,70.56
Sun Aug 24 04:43:19 +0000 2025,Penasaran pgn kerja di luar negeri biar tau bedanya sama di id kayak apa,1959476592411042022,X,penasaran pgn kerja di luar negeri biar tahu bedanya sama di id kayak apa,3,netral,96.99
Sun Aug 24 03:54:40 +0000 2025,Kenang-kenangan foto Aku jadi Model Foto Artikel Luar Negeri proses Batik dan aku Kerja di Perusahaan Luar Negeri ‍ ‍️ https://t.co/J7JGl0QIrQ,1959464348574982218,X,kenang kenangan foto aku jadi model foto artikel luar negeri proses batik dan aku kerja di perusahaan luar negeri,3,positif,92.0
Sun Aug 24 01:51:40 +0000 2025,Alasan pengen kerja di luar negeri biar ga ada yg mengenaliku,1959433393734865056,X,alasan pengen kerja di luar negeri biar ga ada yang mengenaliku,3,negatif,98.37
Sun Aug 24 00:24:50 +0000 2025,Bisa bisanya mimpi dapet kesempatan kerja ke luar negeri trus memutuskan untuk membatalkan sebelum take off karena mewek terus bawaannya keinget anak dan nangisnya ternyata kebawa sampe dunia nyata alias tidur sambil nangis. Ga bisa ga bisa kalau udah soal anak,1959411544200265937,X,bisa bisanya mimpi dapat kesempatan kerja ke luar negeri trus memutuskan untuk membatalkan sebelum take off karena mewek terus bawaannya keinget anak dan nangisnya ternyata kebawa sampai dunia nyata alias tidur sambil menangis ga bisa ga bisa kalau sudah soal anak,86,negatif,92.91
Sat Aug 23 23:28:48 +0000 2025,Pamer kerja di luar negeri pamer pny mobil byk tinggal di apart. Pdhl yg pny rumah gedong sm mobil western pd pendiem. Bahkan yg pd beli konten berjuta² pd pendiem. Plg kesel yg sok mw beli konten tp gk berani hubungin ig gw lgsung. Krn dr awal ya yg gw percaya asal ig. https://t.co/DVXWzwKWpW,1959397439452094911,X,pamer kerja di luar negeri pamer pny mobil banyak tinggal di apart pdhl yang pny rumah gedong sm mobil western pada pendiem bahkan yang pada beli konten berjuta² pada pendiem paling kesel yang sok now watching beli konten tapi gk berani hubungin ig saya lgsung karena dr awal iya yang saya percaya asal ig,88,negatif,97.15
