clean_text,label,label_num
saudara laki-laki sudah t asing keluar dari ihsg makin diberitain makin ga percaya buat invest di indo kalau asing males invest perusahaan di indo ga growth pajak yang diterima pemerintah berkurang berpengaruh ke kebijakan fiskal berpengaruh ke ekonomi bahkan sampai ekonomi terkecil seperti umkm,negatif,0
bang saya ikut dong bang,netral,1
ijin pak presiden bapak minta kami percaya dengan pemerintah yang bapak pimpin tapi ga sampai jam bapak mengizinkan aparat untuk menggunakan senjatanya ke warga sipil pemimpin macam apa bapak ini banyak cara loh pak kalau mau saya kasih tahu pertama bapak minta maaf ke seluruh rakyat bapak,negatif,0
hallo sahabat mido jika paspor tidak diambil dalam waktu hari kerja maka paspor tersebut akan dimusnahkan sesuai aturan yang berlaku jadi jangan lupa cek jadwal pengambilanmu iya karena paspor bukan hanya dokumen tapi juga kunci untuk perjalananmu ke luar negeri,netral,1
indo rusak,negatif,0
sudah menuju al malhamah mungkin sudah waktunya manasik di padang mahsyar yang benar iya ikutin kata nabi kaburajadulu ke desa persiapkan bekal pasca al malhamah ga ada yang tahu kita dikasih hidup atau mati setelahnya,positif,2
ga perlu make lahh saudara laki-laki video di atas lagi kritik konoha,negatif,0
sama masih kerja diswalayan,netral,1
lapangan sedikit tapi sdm kebanyakan,negatif,0
kalau rajin kerjanya minggu bisa beli mobil second saudara laki-laki,netral,1
infokan kaburajadulu,netral,1
terus i told yang ti that i will go to jogja this dec to take jlpt and she was like kenapa jauh sekali dibelabelain tes memang buat apa kujawab kaburajadulu terus she was genuinely concerned kabur dari apa kenapaa dibicarakan dulu god protect this woman pls,negatif,0
minimal gak kaburajadulu,positif,2
bagaimana iya kita para pelajar baik sd smp maupun sama dan mahasiswa apakah kita akan tenang dengan kondisi kayak gini kita dukung saja kakak² kita supaya dengan cara mereka melakukan kebenaran ini semoga negara kita cepat pulih dan kita doain supaya indonesia bisa menjadi negara yang lebih baik dari sebelumnya dan bisa bebas dengan yang namanya koruptor dan tindakan jahat lainnya,negatif,0
itulah makanya kaburajadulu,negatif,0
dia sialannya negara cuma nontonin doang emang paling benar tuh kaburajadulu,negatif,0
malaysia kena perketatkan sempdan konoha nak kabur ini,negatif,0
yang di maksud pindah luar negeri itu warga negaranya kamu kan tki bukan pindah negara kamu jadi tki merasa pindah negara emang tki habis kontrak ya balik indo kalau balik indo bukan pindah namanya,negatif,0
bagaimana cara start buat kerja diluar negeri,netral,1
bisa banget kak,netral,1
ga maju tapi mundur,negatif,0
lpk saja sengsara cari pngalaman di indo mah,negatif,0
busett yang didemonya kaburajadulu tai emang ibliss,negatif,0
aku tgk akaun kamu ini mcm budak je tapi palatau tahu semua bende,negatif,0
dapat dirasakan ini dari tahun ke tahun indonesia semakin percaya diri di panggung dunia hubungan luar negeri solid perekonomian berkembang tenaga kerja kompeten kita sedang melangkah ke prospek yang menjanjikan pastikan nkri maju,positif,2
komisi i dpr ri resmi membatalkan seluruh rencana kunjungan kerja ke luar negeri setelah keputusan bersama antara presiden prabowo subianto dan pimpinan partai politik keputusan ini menetapkan moratorium perjalanan dinas anggota dewan ke luar negeri sebagai respons terhadap,netral,1
ihh keren banget mbak ren bisa mewujudkan kaburajadulu,positif,2
sedih dua temenku rata rata sudah pindah keluar kota dan bahkan ada yang mau ke luar negeri nanti itu karena mereka kerja di sana never feel this sad for a long time but i m bahagia for them pursuing what they wan na do in life,negatif,0
pernah lamar diperusahaan bumn yang ditanya pertama ada org dalam nya ga emg kocak loker diindo ampas,negatif,0
dulu sempat di notice pemerintah kaburajadulu bahkan responnya dibilang kabur saja kalau bisa gausah balik lagi ya sudah skrg boleh dong saya balikin kata nya wkwkw kamu kan smua lagi pada kabur lagi pada sembunyi pepek,negatif,0
harian kompas mendapat kesempatan wawancara dengan menteri luar negeri rusia sergey lavrov dalam wawancara ini rusia terbuka menjalin kerja sama dengan semua mitra luar negeri sepanjang didasarkan penghormatan pada kepentingan masing masing dan prinsip,netral,1
iya bang aku umur baru susahnya mau cari kerja banyak banget kriteria nya sekalinya ada kerjaan di pabrik gaji rb sehari jam kerja dari jam pagi sampai jam malam,positif,2
yunani turkey belanda dan masih banyak lain lagi kak,netral,1
orang sekitar tahu kalau aku fomoan tapi untuk ikutan whv yang lagi trend sama sekali gak minat emang pengen ikut gerakan kaburajadulu selain karena biaya gede alasan utamanya kebanyakan kerja di blue collar mungkin bisa white collar tapi itu susah,negatif,0
aku bisa bahasa inggris tapi duit nya gk daa,negatif,0
ayo patungan kita pindah negara,negatif,0
orang pintar di dalam negeri tidak dihargai di negeri sendiri sudah betul indonesiagelap sudah betul kaburajadulu rektor ub kritik pembangunan universitas danantara orang hebat dalam negeri tidak dipakai klik untuk baca,negatif,0
oke nice informasi saudara laki-laki terima kasih,negatif,0
kaburajadulu yang cocok kemana yaaa,netral,1
setuju aku juga mau ikutan iya bang aku kerja di jepang skrg tahun ke kalau dibilang kebutuhan tinggi itu sah sah saja tapi masii bisa nabung bisa memberikan orgtua bisa beli apa yang dimau lunasin,positif,2
trend nya jangan berakhir plis,negatif,0
kepala bapak kao kemakmuran kamu lihat saja noh kasus korupsi gede ga kelar kelar pajak naik tapi fasilitas pembangunan ga merata pendidikan masih banyak yang tertinggal menuju kehancuran iya deh ini negara kalau gak mah ga akan muncul tagar kaburajadulu,negatif,0
g o g kamu ya s g o o seriously gooo abandon ship abandon ship kaburajadulu gausahbalikjugagapapa lupada yang punya personal skill bagus lebih baik pergi ke negara negara yang menghargai skill kamu,negatif,0
tertawa related banget iya tuhan sumpah kaburajadulu,negatif,0
eh keluarga online disini semua,netral,1
seru banget pls,positif,2
itulah indonesia,positif,2
bismillah aku nyusul iya kak,netral,1
jadi sebenarnya boleh gak sih kita kaburajadulu,negatif,0
iy om makin ga percaya ketika lihat isi komen² ketia tiap kli media memberitakan pemerintah,negatif,0
opung ko menjenguk ini coba ko apakan ini borjong² si paling joget yang ternyata si paling kaburajadulu jangan kasi pulang biar apa kali,negatif,0
cuti kemana yus kaburajadulu pak,negatif,0
kaburajadulu kmn enaknya yh,negatif,0
lagian pernyataan pak mahfud sumpah ga mendasar banget anjing bertolak belakang banget sama isi ruu tni yang lagi dibahas ini warga tiktok bisa ga sih kroscek dulu sebelum percaya omon pemerintah mana bangga banget lagi bikin postingan tolol seperti gitu,negatif,0
disaat semua org mau ketemu dia dia malah ketemu xi jinping anjr that real kaburajadulu yang sesungguhnya,negatif,0
iya harus siap dulu kalau mau kabur,negatif,0
sekarang anggota dpr yang kaburajadulu,negatif,0
si trump tua bangka licik dia sengaja akrab sama putin buat gencatan senjata padahal di belakang usa sama ukraina lagi mempersiapkan serangan drone ini biar rusia lengah kesimpulan jangan pernah percaya sama pemerintah amrik mereka org munafik ga bisa dipercaya,negatif,0
buka instagram isinya teman dipropose teman s di luar negeri teman kerja di company ini itu terus jadi ovt giliranku kapan iya weh dipropose youngk terus s di korea sambil kerja di reputable company ughhh that sounds greatttt,negatif,0
vibesnya seperti doyoung plss,negatif,0
bapak kamu nasionalisme kamu di negri sndri kaya kami di negri sndri kaya mau mati,negatif,0
emote marah saya sarkastik kok trus dari inti ini apa kaburajadulu wujud protes ke pemerintah kritik solutifnya mana bahkan tertawa hihi tuh di luar negeri berarti nyaman kenapa gpindh,negatif,0
waduh kok saya ga percaya iya jelas penyebab kerusuhan ini dpr kebijakan pemerintah yang aneh melindungi koruptor ketimpangan sosial dan samapai saat ini penegak hukum kita tidak mampu menangkap riza aneh saja sih,negatif,0
definisi kaburajadulu hahahah terus pak akarsena kerja disana juga,negatif,0
gak perlu jauh deh kerja saja harus good looking,positif,2
aku pinter b ing seperti ny saya now watching pergi ke kamu s ajaa,positif,2
jangan lupa harus ada orang dalam,netral,1
gk dulu iya nanti saja tunggu ada orng yng memberikan duit anjr saya butuh duit saya mau pindah,negatif,0
iya allah bismillah nyusul,netral,1
semoga bisa kerja di luar negeri walau harus s dulu juga tidak apa-apa deh apapun pokoknya bisa meninggalkan indonesia wkwkwk,positif,2
konoha gada pikiran nya jual saja ini negara ke jepang,negatif,0
pertanyaan bagus,positif,2
dapat bansos abang,netral,1
masa aku bohong kak,negatif,0
benar banget bang di desa ku anak mudanya rata rata ke korea sama ke jepang kaburajadulu,positif,2
aku juga mauu,positif,2
rohingya jalur legal,netral,1
iya bang enak saya di brunei tenang banget,positif,2
masih inget mereka ngatain kaburajadulu eh sekarang mereka yang kabur,negatif,0
aku usahain tabunganku cukup untuk anakku kabur nanti,negatif,0
dapat omon omon,negatif,0
dinas tenaga kerja disnaker kota mataram provinsi nusa tenggara barat ntb menyebutkan animo warga kota itu bekerja ke luar negeri sebagai pekerja migran indonesia pmi tahun menunjukkan trend peningkatan beritaterkini,netral,1
kita usahakan sebisa mungkin iya kak,netral,1
bang saya juga berusaha biar seperti kamu,positif,2
semalem pas lihat tweet kak gel langsung kayak ga percaya dia bisa ngetik begitu dengan kebobrokan pemerintah dan federasi bisa dia bilang begitu emas dari climbing dan weightlifting emg berapa persen sih support pemerintah wajar kalau banyak yang marah dan kecewa sm tweet dia,negatif,0
jadi uang yang ditransfer ke indonesia statusnya bukan penghasilan baru melainkan hasil kerja yang sudah dikenakan pajak di luar negeri,netral,1
kaya kaya koruptor,negatif,0
bayangin jumlah gen z di indonesia udh minim wkwk kaburajadulu,negatif,0
gada duit,negatif,0
gak dapat apa sih apalagi buat kaum menengah yang benar gak diperhatiin tapi tetep rutin bayar pajak,negatif,0
saya ga membenarkan joki tapi permasalahannya penegakkan hukum di sini sangat lemah dan sistemnya sudah rusak kalau ada orang open joki sama saja kan dengan makan duit haram bagi yang percaya buat apa menggadaikan kompas moral dengan materi balik lagi semua ini salah pemerintah,negatif,0
definisi pacar adalah mood booster tidak tega sama zee ditinggal dinas nhu ke luar negeri mana weekend pula sabar iya adik zee nanti kan kerja bareng lagi nhu di phuket kan,positif,2
negara yang katanya syurgo dan maju destinasi tujuan dari kaum kaburajadulu,negatif,0
makanya kaburajadulu ke desa tarik uang di bank ke emas,negatif,0
kumpulin modal baru gas,netral,1
bismillah semoga nyamber,positif,2
percaya ga percaya kabupaten itu segala hal tentang pemerintah sengaja disenyapin yang vokal iya cuma yang melek yang lainnya jarang ada yang tahu makanya butuh banget punya teman atau keluarga yang melek kalau tinggal di daerah terpencil,positif,2
mimpa mimpi vt kamu wibu no emg mau keluar belajar bergaul saja dulu,negatif,0
pentingnya milih pemimpin profesional rakyat,negatif,0
kuncinya koruptor harus dihukum mati hukum ga pndang bulu baru rakyat percaya sama pemerintah mau bikin danantara mbg bank emas kalau praktek kkn itu ga ada mau bikin acara apa saja negara ini akan makmur,negatif,0
pengen juga moms kaburajadulu,positif,2
bahkan aspirasi kita ga didenger memang bejat bukanya didenger bahkan nerapin kaburajadulu,negatif,0
kerja apa dan di mna tapi maaf iya kakak q cuma pngen tahu saja soal nya itu parah si,negatif,0
sabar iya,positif,2
slogan kaburajadulu lagi dipake tuh sama para pejabat bego,negatif,0
baru minta maaf kemarin sedang apa saja kaburajadulu,negatif,0
ah waduk di ajak embung bae,positif,2
nasionalisme ga bikin kamu kenyang,negatif,0
kaburajadulu nanti balik² bikin partai nasionalis,negatif,0
hahahahhaha tetap indonesia tempatku tapi tidak untuk mencari rezeki berpikirlah secara logic,negatif,0
kucingnya kaburajadulu,negatif,0
melihat dinamika saat ini ternyata lagi yang mewakili impian rakyat untuk kaburajadulu adalah para wakil rakyat,positif,2
woi masa antek antek asing lebih banyak kontribusinya buat rakyat daripada rezim kamu gak malu bahkan kabur ke china ohh kaburajadulu ye,negatif,0
ternyata mereka yang kaburajadulu,negatif,0
gak mampu bersaing keluar kah cil,negatif,0
bismillah dapat rezeki kerja yang layak di luar negeri dan tinggal di tempat yang jauh lebih menghargai jasa dan ga asal asalan ngebayar pekerjaan yang kulakuin aamiin allahumma aamiin,positif,2
salah satu contohnya sppi tu,netral,1
panutan saya di data science pindah kerja ke luar negeri dia juga kayaknya capek kerja di indo,negatif,0
kerja di luar negeri,netral,1
ini semua salah pemerintah kaburajadulu,negatif,0
bajingan dpr yang didemo bukannya nemui massa lalu dengerin aspirasi mereka bahkan pada kaburajadulu seperti ga punya dosa,negatif,0
ternyata anggota dewan jadi yang paling getol buat kaburajadulu,negatif,0
terimakasih bapak ternyata bapak pelopor hashtag kaburajadulu jauh sebelum viral,positif,2
jangan menuduh trump yang lagi rebahan ini di amrik investor ga percaya pemerintah indonesia karena presiden meneriakkan hidup jokowi alasannya karena tahun dia gagal menanamkan kepercayaan internasional kepada indonesia di bidang ekonomi,negatif,0
gak bakal seperti gitu mereka pasti sudah ada rencana kerja di ln ada kok lembaga yang urus data tentang anak yang juara inter olimp nanti bakal kuliah dimana internship dimana dan kerja dimana mereka pilih luar negeri ketimbang indo,negatif,0
memang kak kalau kakak kerja di hari minggu saja dapat gajinya dobel di hari itu soalnya pada umumnya semua org libur di hari minggu,netral,1
kemarin pada ngatain yang kaburajadulu sekarang noh para pejabatnya yang pada kabur,negatif,0
ah keren banget masih nabung buat modal say,positif,2
ini yang saya alami akhir akhir ini solusinya sebelum menyiapkan kaburajadulu adalah perkuat relasi dengan klien dan rekan jadi bisa dapat job sambilan siapa tahu bisa dapat training gratis,positif,2
dirumahaja selamat tinggal selamat datang kaburajadulu,netral,1
kemarin mau kaburajadulu dibilang gak nasionalis,negatif,0
alhamdulillah kaburajadulu jalur adopsi,positif,2
pejabat bodo amat,negatif,0
saya juga meragukan kerja anda pakkk,negatif,0
duit ke bisa kabur g yh,negatif,0
yaallah semoga bisa kerja di luar negeri dengan sejahtera aamiin,positif,2
saya sih stay indo saja jadi anak peternak cucu petani walaupun saya baru dipecat,negatif,0
sebenarnya yang bisa kabur cuman mereka yang punya ekonomi menengah ke atas kita yang ekonominya menengah kebawah bisa apa,negatif,0
deh tidak apa-apa habis ini langsung dapat kerja di luar negeri trustttt,positif,2
kalau orng indo kabur ke negara yang lain semua gimna,negatif,0
duta kaburajadulu eh ga sempat kabur karena sudah ketangkep duluan,negatif,0
orang sukarela bagiin tips pengalaman mereka sukses beasiswa pengalaman kaburajadulu pengalaman urus dokumen admin negara pengalaman kesehatan atau kaya sekarang sama sama ngabarin pemerintah soal kondisi darurat negara kita,negatif,0
ikut bangkaburajadulu,positif,2
informasi kerja di luar negeri,netral,1
tapi di luar negeri juga banyak yang tindikan tatoan rambut berwarna ga bisa dapat kerja karena itu,negatif,0
sebenernya ini normal karena indonesia top produksi tbs per tahun yang gak normal itu kenapa produktivitas nya kalah sama tetangga yak buah segar saja gamau jadi wni kaburajadulu,negatif,0
yh kita semua keduluan iya buat kaburajadulu,negatif,0
pt halusinasi,netral,1
manfaat nasionalisme,positif,2
pengennn,positif,2
tutor cara pindah kewarganegaraan,netral,1
saya kalau ada yang ajak kerja ke luar negri saya mau bang jujur saja iya kerja di indonesia sekarang ini kata kerja sama firaun tersiksa asli deh,negatif,0
kaburajadulu jalur bidang militer,netral,1
ayo kita juga harus pakai hashtagnya,netral,1
bismillah nyusul kaburajadulu in qatar,netral,1
emang beda iya mengurus perijinan ke notaris sepuh kepentingan negara yang ga jelas saja langsung di kritisi negara ini makin kesini makin di persulit jadi susah percaya sama pemerintah sekarang,negatif,0
masukkan saya di kakak kamu bang,netral,1
aku baca mf ini seperti wihh enaknya freepas kaburajadulu pas baca replynya wkwkwk pada trust issue semua sama sendernya dan gak salah juga sih tapi in this world untuk berfikir positive memanglah jebakan betmen,negatif,0
sang pemimpin telah mencontohkan giliran kita lah berikutnya yang kaburajadulu,negatif,0
tidak jadi kaburajadulu,positif,2
satu satunya trend yang sudah kurencanain bahkan sebelum trennya ada semoga tahun depan,positif,2
salahnya pak presiden sih gak dipercaya gantiin kunjungan kerja ke luar negeri he he,negatif,0
bukan masalah biaya hidup kocak yang di masalahkan itu gmna gaji umr negara kita tuh bisa seperti gaji tukang bersih bersih di amerika masa s kalah sama gaji tukang sapu,negatif,0
di indo tuh bukan cari karyawan manusia melainkan cari karyawan malaikatkuduuu sempurnaa,negatif,0
ternyata saudara laki-laki ini sudah jadi duta kabur saja dulu sejak lama kaburajadulu,negatif,0
aku pernah bilang sama mama mah kalau vina mau kerja ke luar negeri lagi boleh gak mamah bilang bapak gak bakal izinin lagi kakak perempuan sebenarnya anaknya benar benar gak pernah bisa diem maunya mencari kerja ke mana pun,netral,1
mereka yang setuju gitu saja ppn naik itu emang ga terpikirkan cara lain untuk naikin tax ratio mereka bakal percaya saja dengan apa yang pemerintah lakukan the real government brainrot,negatif,0
kak syarat syarat nya apa kak dan apakah dia bawah usia tahun bisa,netral,1
oh ini contoh nya,netral,1
you know what saya udh percaya pemerintah ga berniat sedikit pun daftar lpdp karena buka ga mungkin dananya nanti ga bisa cair daftar beasiswa luar saja pemerintahnya punya integritas,positif,2
banyak ga sesuai dengan persyaratan awal pas sudah kerja beda lagi syaratny makin lama yang di korbankan karyawan bukan perusaahan,negatif,0
benar banget bangg,positif,2
gas ke amerika,netral,1
q saja yang sudah di taiwan th pengen pulang terus mikir lagi karena lihat susah nya cri duit di negara sendiri sudah gitu semua brang kebutuhan mhal lagi,negatif,0
duek opo seng kape kabur wong sek piek,negatif,0
aamiin semuga aku juga,positif,2
gajinya pun rb paling tinggi jt an,negatif,0
gass gak,negatif,0
yang ngatur mereka sendiri ditengah rakyat kesulitan dapat pekerjaan yang layak disaat upah dibawah umr dinormalisasi di saat kerja dengan system kontrak tai ledik kamu pada kabur lagi ke luar negeri cuih bangsat,negatif,0
ada yang kaburajadulu,negatif,0
terima kasih banyak wkwkwk upgrade diri buat minggat itu penting wkwkkwk kaburajadulu,negatif,0
lah kakak saya kerja di jepang,netral,1
my dream,positif,2
sepuh kaburajadulu,negatif,0
masuk pakai duit demi bisa kerja untuk cari duit,negatif,0
enak kabur bukti nyata,negatif,0
aneh kok gak kaburajadulu seperti pejabat indo atau minimal sembunyi lah,negatif,0
tapi kalau kabur teman saya bisa nyusul ga,netral,1
bagaimana dengan mu,negatif,0
kejepang saja dulu,netral,1
padahal kalau memang sebegitu obsesifnya sama eropa pingin nyepong bule udahlah pada kabur sana ke eropa mana itu yang kemarin teriak teriak kaburajadulu,negatif,0
negara korupsi,negatif,0
inspiratif setelah menjadi pesakitan politik prabowo kaburajadulu ke yordania dari situ ia pelan pelan membangun kekuatan hingga akhirnya sekarang berhasil menggoncangkan indonesia,positif,2
biar bisa kaburajadulu,negatif,0
mau banget sudah tidak sanggup lagi dsini ingin menghilang bahkan mungkin untuk selamanya,negatif,0
spil penyalur nya kak job pabrik,netral,1
dulu mencela masyarakat kaburajadulu justru kalian yang sekarang melakukannya,negatif,0
loh kok duluan bang ga ngajak,negatif,0
lil gini logika nya jika investor saja tidak ada yang percaya setelah pemerintah melakukan hal yang dipikirnya mampu menarik investor seperti danantara dan bank emas apalagi memberi teknologinya teknologi itu lebih penting drpd sekedar uang jadi ga akan mereka juga akan,negatif,0
plis jangan selesai dulu trend nya jepang masih menunggu saya,negatif,0
saya suka trend ini,positif,2
gatau ah capek saya debat masalah efisiensi anggaran ini,negatif,0
capek banget sama indonesia tapi pengen banget eksplor keliling indo but ahsudahlah eksplor dan kerja di luar negeri saja aamiin kan dulu,positif,2
pengen kabur ke jepang kepedesaannya tapi gak ada jalur,negatif,0
mau tapi ga bisa aku sudah di paksa jadi suku indonesia tulen sudah terlambat cuma lulusan smp udh pnya anak cuma bisa bhs indo ga punya duit dan relasi juga,negatif,0
walah operasi apa tu kak yang legal legal saja makanya hehehe,negatif,0
mustahil abang karena nanti ada kelompok yang mau merdeka,negatif,0
iya juga iya indo saja yang mata uangnya kecil di koriyah gak semahal itu kaburajadulu,negatif,0
lah bagaimana pemerintah bahkan buka pppk sedangkan lowongan kerja honorer tidak dipublish akhirnya orang pinter cari kerja ke luar negeri,negatif,0
bahkan ikut ikutan kaburajadulu,negatif,0
anda benarrrr,positif,2
saya rasa ga banyak org indonesia dapat kesempatan kerja di luar negeri belum tentu lokal lain bisa,negatif,0
behhhh,positif,2
gmna sih carana,negatif,0
ga mampu bersaing iya saudara laki-laki,negatif,0
ga perlu pulang,positif,2
saatnya menjajah balik kaburajadulu,negatif,0
betul mantap sungguh lihat modal luar negeri masuk tanah air proyek besar kesempatan kerja meningkat ekonomi naik pesat saya pasti full support perkuat kemitraan global,positif,2
tenang dulu nanti juga saya kaburajadulu,netral,1
gen boomer mana paham,negatif,0
ini udh bukan tentang nasionalisme tapi ini tentang melanjutkan hidup,negatif,0
tujuan mu setelah ini kemana kerja ke luar kota luar pulau luar negeri atau kamu ingin liburan dulu kemana pun kamu melangkah tujuan akhir mu tetap pulang ke rumah sejauh apapun kamu pergi itu hanya sementara bisakah pergi selama nya sekarang,netral,1
jangan bertanya gaji gaji di australia udh pasti pada gacor,negatif,0
hilingggg kamu bilang saja kaburajadulu,negatif,0
dapat dirasakan tahun demi tahun indonesia semakin percaya diri di arena global hubungan luar negeri solid pertumbuhan ekonomi meningkat tenaga kerja kompeten kita sedang bergerak menuju hari esok yang gemilang pastikan nkri maju,positif,2
padahal gampang kok menjadikan indonesia sejahtera gratiskan mereka yang ingin kerja ke luar negeri tki amp tkw yang pulang dapat diskon pajak gastrodiplomacy stop mbg dorong pemerintah daerah untuk perbaiki jalan amp jembatan promosikan wisata lokal tambah beasiswa,positif,2
bismillah one day,positif,2
sometime kita kita lupa luar biasanya kerja sama itu adalah pusaka agung kita mari praktikkan dalam rutinitas harian untuk pelihara negara dan capai kebahagiaan universal bersatu jaga negeri,positif,2
trust issue banget mau bikin skck online harus foto sama ktp masalahnya saya udh ga percaya banget sama birokrasi pemerintah,negatif,0
wuih dia duluan nerapin kaburajadulu drpd kita yang sudah muak sama ini negara brengsek wkwkwkwk,negatif,0
jaman skrg tanpa org dalam susah wkwk,negatif,0
mau si kaburajadulu tapi saya belum adaa modal sama belum bisa bahasanya,negatif,0
nasionalis memang perlu tapi realistis lebih penting,positif,2
cari kerja syarat ribet gaji just kidding kaburajadulu,negatif,0
lah justru itu mereka berani keluar negeri karena yakin dengan skill yang mereka punya lah aduh capek capek dari typing kelihatan bat anak an anjing,negatif,0
kucing saja kaburajadulu,negatif,0
tetep semangat iya kak,positif,2
enaknya kaburajadulu kemana iya,negatif,0
saya saja juga lagi proses kerja di luar negeri,netral,1
wait santai,netral,1
pengen banget ikutan trend ini iya allah,positif,2
mau cepetan cari kerja luar negeri euy,netral,1
emang benar lebih baik prepare kaburajadulu,netral,1
gaji umr buat hidup kadang gak cukup apalagi nabung di jepang peluang kerja gaji dua digit masih terbuka saatnya upgrade nasib ini di webinar ini kamu bisa langsung dapat infonya kerjadijepang kaburajadulu,netral,1
glad sudah bisa kaburajadulu dan emang gak akan mau kembali pak,negatif,0
not indonesia tapi pemerintah indonesia atau sebut saja orang indonesia bukan indonesianya kalau indonesia itu bumi daratan indonesia yang kita tinggali,negatif,0
selagi masih ada niat pasti bisa,netral,1
pengen diluar negeri kerja,netral,1
kelas kink,positif,2
kerja kalau sd umur tahun gk laku diperusahaan ind padahal lagi butuh butuhnya mebutuhan tragis,negatif,0
ajakk saya plis saya udh muak,negatif,0
indonesia kerja saja cewek harus bayar jt makelar cowo jt kata makelar haha kita kerja buruh duit bukan duit dulu baru kerja wkwk,negatif,0
simak baik baik pak,netral,1
nantangin tsunami atau ga percaya pengumuman pemerintah saya tidak tahu,negatif,0
tidak gampang adalah benar tapi kalau uda lolos dan berada di ln percayalah itu semua lebih terasa baik drpd kerja di indo,positif,2
percaya omongan pemerintah jangan adik yaa kawal terus pokoknya biar ga kecolongan lagi kayak tahun lalu,negatif,0
monggo silahkan ke luar negeri,netral,1
promo ga sih tiket ke jepang,netral,1
langsung nongol,netral,1
venezuela untuk memperingati hari ulang tahun asean ke duta besar ri ya m fikry cassidy selaku ketua accord memanfaatkan hari asean untuk memperkuat kerja sama antara accord dan venezuela di berbagai bidang acara ini dihadiri oleh wakil menteri luar negeri venezuela cont,netral,1
iya allah izinkan hamba kerja di luar negeri specifically di europe aamiin,positif,2
dapat hikmahnya doang,positif,2
bagaimana kawan,netral,1
kalau netizen msih ga prcaya dengan tweet ini berarti memang masyarakat indo sudah percaya sama pemerintah mau dibela bagaimanapun juga tertawa,negatif,0
karena belum bisa kayak teman yang kerja di kantor terus bisa beli wishlist nonton konser bisa jalan sendiri luar kota luar negeri dan lain,netral,1
kan mereka sudah mempersiapkan narasi kaburajadulu sedari awal selagi resetindonesia digelar mereka kabur dl nanti kalau deh anteng baru dateng lagi sevulgar itu lho narasi mereka tapi jarang yang sadar,negatif,0
saya juga kaget lunch di us beli di food truck bisa dollar ribu lebih kayaknya sama kurs sekarang,netral,1
gabisakabur,negatif,0
pemerintah oligarki indonesia dan dpr ri bikin indonesiagelap kaburajadulu ke jepang mau kerja resmi di jepang ini syarat proses dan realita jalur resmi pmi bem si universitas padjadjaran universitas brawijaya universitas diponegoro mahasiswa,netral,1
selamat dan sukses kepada sensei lpk yoshimura yang telah lulus tes ssw dengan sangat membanggakan semoga diberikan kelancaran untuk langkah langkah selanjutnya keberlimpahan dan keberkahan rezeki kaburajadulu lpk lpkjepang magang tokuteiginou lokerjepang fyp viral,positif,2
pejabat buta kak,negatif,0
dpr saja kaburajadulu masa kita gaboleh,negatif,0
iya emang ntu kenape banyak yang pada kaburajadulu,negatif,0
"bismillahirrahmanirrahim on the way, sedang di jalan ikut kaburajadulu tapi ke negara kuwait",netral,1
jadi inget dulu yang kata tes bumn atau cpns kayaknya yang kata sudah ada nilai di peringkat satu taunya ga lolos turun sejak itu sudah ga percaya lagi sama instansi² pemerintah mungkin ada yang benar lolos tapi ga menutup kemungkinan lebih banyak kecurangan,negatif,0
di negara kita itu kalah mau kerja itu susah nya minta ampun yang nyusahin nya sebagai berikut syarat lamaran yang aneh² duet sama makelar kalah sama ordal apa ada yang lain coba tambahkan kalau di luar saya tanya ke yang pengalaman kerja di luar negeri itu syaratnya lamaran kerja meyakinkan untuk pt tempat kerja nya asal mau benar gak,negatif,0
omongan kamu ga banget saudara laki-laki,negatif,0
dapt kartu beli gas melon,netral,1
bisikin koruptor yang mbiayai dong kaburajadulu,negatif,0
duluan bree,netral,1
program bawa kelurga ada ga bang,netral,1
join ketawa,netral,1
mohon koreksi nya klu ada yang slh,netral,1
akuu suka jepang tidur brave pink artistbersuara alerta alerta ojol kaburajadulu kejaksaan republik indonesia rakyat wujudkanindonesiadamai,positif,2
kak usaha kecil an saja dulu kaya jualan dari yang kamu bisa,netral,1
sama muak inginbebas kaburajadulu,negatif,0
gabisa kerja di kantor jadinya kerja di luar saja iya mek luar negeri gitu,negatif,0
dapat dirasakan dari tahun ke tahun indonesia lebih yakin di arena global hubungan luar negeri solid pertumbuhan ekonomi meningkat tenaga kerja kompeten kita sedang melangkah ke masa depan cerah pastikan nkri maju,positif,2
hhaha jangan langsung ulti tapi jjur pgin banget ke luar negeri sudah capek benar sama kapitalis yang ada di indonesia ini,negatif,0
yang penting sih persyaratan sama gaji nya setara iya kali persyaratan banyak tapi gaji cuma jt an,negatif,0
mudah saja kalau dia berusaha setidaknya dia ada niat gak perlu ngejek orang,positif,2
amerika serikat dan india berharap dapat meningkatkan kerja sama pertahanan dan berencana menandatangani kerangka kerja tahun berjangka baru untuk kemitraan pertahanan utama tersebut ungkap departemen luar negeri as pada selasa kedua belah pihak berharap dapat,netral,1
hari ini banget ini jangan lupa accessibility career amp industry in global cocok untuk kamu semua yang bikin produk digital bahas bareng ayid amp di kaburajadulu,positif,2
eh jadi keingat dulu ada yang kaburajadulu ke yordania,netral,1
bissmilah tahun depan tahun depan iya lagi bisa,positif,2
bikin sendiri saja kak,netral,1
gass iya,negatif,0
berarti kamu diganti,negatif,0
