created_at,full_text,id_str,platform,clean_text,sentiment,confidence
Mon Aug 18 00:26:46 +0000 2025,Apakah kerja ke luar negeri aja. Nekat aja dulu gak sih. Makin lama umur makin nambah. Takut makin nyesel juga.,1957237700802797639,X,Apakah kerja ke luar negeri aja Nekat aja dulu gak sih Makin lama umur makin nambah Takut makin nyesel juga,negatif,99.41
Sun Aug 17 20:57:47 +0000 2025,@worksfess Km kenapa resign dan malah membebani pacarmu yg sebenernya pengen resign juga itu? Dan apa kamu pikir nyari kerja di luar negeri segampang itu? Apalagi skrg banyak orang yg berkeinginan sama. Belom lagi saingan warga lokalnya.,1957185108651409417,X,Km kenapa resign dan malah membebani pacarmu yg sebenernya pengen resign juga itu Dan apa kamu pikir nyari kerja di luar negeri segampang itu Apalagi skrg banyak orang yg berkeinginan sama Belom lagi saingan warga lokalnya,negatif,99.02
Sun Aug 17 15:10:34 +0000 2025,@GoodRecom adek² ganteng² cantik² apply kerja di luar negeri aja yuk kalian pintar rugi kalo lama² disini biar kita aja yg wasted kalian jangan,1957097730624684286,X,adek² ganteng² cantik² apply kerja di luar negeri aja yuk kalian pintar rugi kalo lama² disini biar kita aja yg wasted kalian jangan,negatif,98.46
Sun Aug 17 14:34:28 +0000 2025,helloww malam kak Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1957088643937407342,X,helloww malam kak Open joki tugas realtime ujian atau quiz bisa dm wa ke Akuntansi Manajemen Keuangan MSDM keuangan bisnis Manajemen Operasional Export Import Finance Audit Pajak Brevet Manajemen S kampus luar negeri Psikotes kerja,netral,99.51
Sun Aug 17 14:20:41 +0000 2025,seito gw ada yg bayar 70j buat bisa kerja ke luar negeri itu juga belom tntu dapet,1957085174337876465,X,seito gw ada yg bayar j buat bisa kerja ke luar negeri itu juga belom tntu dapet,netral,50.15
Sun Aug 17 14:00:26 +0000 2025,tapi ga boleh kerja ke luar negeri? ribut kali kau bujanginang.,1957080079810379893,X,tapi ga boleh kerja ke luar negeri ribut kali kau bujanginang,negatif,99.73
Sun Aug 17 13:34:43 +0000 2025,Anggep aja kuliah S2 &amp; S3 di Luar Negeri. Keluarga di rumah serba cukup uang hasil kerja kemaren. Pulang ke rumah jadi KELUARGA BAHAGIA Kaya Raya. PERLU DITIRU. &gt;&gt;,1957073607038800205,X,Anggep aja kuliah S amp S di Luar Negeri Keluarga di rumah serba cukup uang hasil kerja kemaren Pulang ke rumah jadi KELUARGA BAHAGIA Kaya Raya PERLU DITIRU gt gt,positif,76.2
Sun Aug 17 13:29:33 +0000 2025,@_mettallica U kan kerja di luar negeri?,1957072307496587317,X,U kan kerja di luar negeri,negatif,67.2
Sun Aug 17 12:37:01 +0000 2025,selamat malam kak Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1957059087642018111,X,selamat malam kak Open joki tugas realtime ujian atau quiz bisa dm wa ke Akuntansi Manajemen Keuangan MSDM keuangan bisnis Manajemen Operasional Export Import Finance Audit Pajak Brevet Manajemen S kampus luar negeri Psikotes kerja,netral,99.54
Sun Aug 17 12:05:36 +0000 2025,Not all but mostly. Anak anak LPDP yg aku temuin ada yg nggak bercita-cita keluar indo kok dan punya mimpi jadi akademisi dan biasanya yg begini dari daerah tertinggal. Yg aku temuin temenku sndiri yg begini anak flores. Sisanya semuanya minimal pengen kerja ke luar negeri.,1957051179827151325,X,Not all but mostly Anak anak LPDP yg aku temuin ada yg nggak bercita cita keluar indo kok dan punya mimpi jadi akademisi dan biasanya yg begini dari daerah tertinggal Yg aku temuin temenku sndiri yg begini anak flores Sisanya semuanya minimal pengen kerja ke luar negeri,negatif,73.82
Sun Aug 17 11:31:29 +0000 2025,Jakarta (ANTARA) - Menteri Luar Negeri Amerika Serikat (AS) Marco Rubio menyatakan bahwa AS menantikan kerja sama yang erat dengan pemerintahan Presiden RI Prabowo Subianto untuk mendorong kemakmuran bagi rakyat Indonesia dan AS. https://t.co/yJ0JmC0lAU,1957042593608675591,X,Jakarta ANTARA Menteri Luar Negeri Amerika Serikat AS Marco Rubio menyatakan bahwa AS menantikan kerja sama yang erat dengan pemerintahan Presiden RI Prabowo Subianto untuk mendorong kemakmuran bagi rakyat Indonesia dan AS,netral,97.79
Sun Aug 17 10:11:41 +0000 2025,@sourvive Engga boleh bgtu Mbak. Udh sesuai kok sm kinerja mereka tiap hari kerja keras mikirin rakyat perjuangin aspirasi rakyat mau rapat dimanapun mrka jabanin wktu kunker luar negeri kadang ampe libatin keluarganya lho. Kurang totalitas apa lg mereka?,1957022514317758592,X,Engga boleh bgtu Mbak Udh sesuai kok sm kinerja mereka tiap hari kerja keras mikirin rakyat perjuangin aspirasi rakyat mau rapat dimanapun mrka jabanin wktu kunker luar negeri kadang ampe libatin keluarganya lho Kurang totalitas apa lg mereka,negatif,90.93
Sun Aug 17 08:42:08 +0000 2025,soree kak Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1956999977517129874,X,soree kak Open joki tugas realtime ujian atau quiz bisa dm wa ke Akuntansi Manajemen Keuangan MSDM keuangan bisnis Manajemen Operasional Export Import Finance Audit Pajak Brevet Manajemen S kampus luar negeri Psikotes kerja,netral,99.65
Sun Aug 17 08:03:07 +0000 2025,@english_menfess Hi kak sender! Belajar sama EC Course yuk tutornya seru banget experienced jugaa. Di kelas bisa sharing tentang karir &amp; remote work ataupun kerja di luar negeri juga nanti kamu dimasukin community juga biar bisa dapet info2 loker remote dan quiz inggris,1956990156730511665,X,Hi kak sender Belajar sama EC Course yuk tutornya seru banget experienced jugaa Di kelas bisa sharing tentang karir amp remote work ataupun kerja di luar negeri juga nanti kamu dimasukin community juga biar bisa dapet info loker remote dan quiz inggris,positif,95.22
Sun Aug 17 06:57:49 +0000 2025,Menteri Luar Negeri Amerika Serikat (AS) Marco Rubio menyatakan bahwa AS menantikan kerja sama yang erat dengan pemerintahan Presiden RI Prabowo Subianto untuk mendorong kemakmuran bagi rakyat Indonesia dan AS. Amerika Serikat tetap berkomitmen untuk meningkatkan kerja sama https://t.co/sVuZX4Jb6W,1956973725896847684,X,Menteri Luar Negeri Amerika Serikat AS Marco Rubio menyatakan bahwa AS menantikan kerja sama yang erat dengan pemerintahan Presiden RI Prabowo Subianto untuk mendorong kemakmuran bagi rakyat Indonesia dan AS Amerika Serikat tetap berkomitmen untuk meningkatkan kerja sama,netral,88.09
Sun Aug 17 06:23:49 +0000 2025,Apapun yg di blg mau ke luar negeri lah mau jadi warga negara lain lah mau kerja di Kamboja lah percayalah itu cuman bentuk kekesalan daripada pemerintah yg tidak bisa memberikan kehidupan yg layak bagi rakyat. Sejatinya saya cinta Indonesia merdeka🇮🇩 https://t.co/8CV84FjY1k,1956965167922835930,X,Apapun yg di blg mau ke luar negeri lah mau jadi warga negara lain lah mau kerja di Kamboja lah percayalah itu cuman bentuk kekesalan daripada pemerintah yg tidak bisa memberikan kehidupan yg layak bagi rakyat Sejatinya saya cinta Indonesia merdeka,negatif,95.84
Sun Aug 17 05:06:39 +0000 2025,@avantgardeyap @RKushendi95734 Tapi di luar negeri juga banyak yg tindikan tatoan rambut berwarna ga bisa dpt kerja krn itu,1956945746856710509,X,Tapi di luar negeri juga banyak yg tindikan tatoan rambut berwarna ga bisa dpt kerja krn itu,negatif,98.96
Sun Aug 17 04:08:28 +0000 2025,@daniellozkyy Berdasarkan analisis twitmu kepribadianmu tampak resilient tapi lelah menghadapi bipolar diskriminasi kerja dan frustrasi romantis. Kamu outspoken tentang identitas gay doyan cowok Virgo yang mengayomi foodie (sate kambing kopi) dan ambisius kabur ke luar negeri via S2.,1956931105405460765,X,Berdasarkan analisis twitmu kepribadianmu tampak resilient tapi lelah menghadapi bipolar diskriminasi kerja dan frustrasi romantis Kamu outspoken tentang identitas gay doyan cowok Virgo yang mengayomi foodie sate kambing kopi dan ambisius kabur ke luar negeri via S,negatif,65.69
Sun Aug 17 03:52:11 +0000 2025,Orang Indonesia yg pinter kebanyakan kerja di balik layar atau di luar negeri. Sisanya yg jadi pejabat,1956927008635494739,X,Orang Indonesia yg pinter kebanyakan kerja di balik layar atau di luar negeri Sisanya yg jadi pejabat,negatif,62.46
Sun Aug 17 03:40:00 +0000 2025,Amerika Serikat (AS) melalui Menteri Luar Negeri AS Marco Rubio mengucapkan selamat ke Indonesia atas perayaan HUT RI ke-80. Seperti apa? https://t.co/FaYooecSDo,1956923942079222085,X,Amerika Serikat AS melalui Menteri Luar Negeri AS Marco Rubio mengucapkan selamat ke Indonesia atas perayaan HUT RI ke Seperti apa,netral,99.49
Sun Aug 17 03:20:37 +0000 2025,@QingMane @memeklanang Kenyataan di lapangan sering bgt ketemu director sales (orang indonesia cewe dan cowo) yang bertattoo tapi biasanya mereka kerja di perusahaan luar negeri. Jadi mempertanyakan kenapa perusahaan indo ga memperbolehkan tapi perusahaan international di indo memperbolehkan,1956919066527932789,X,Kenyataan di lapangan sering bgt ketemu director sales orang indonesia cewe dan cowo yang bertattoo tapi biasanya mereka kerja di perusahaan luar negeri Jadi mempertanyakan kenapa perusahaan indo ga memperbolehkan tapi perusahaan international di indo memperbolehkan,negatif,94.75
Sun Aug 17 01:14:25 +0000 2025,@rahmaniarbaftim @Mdy_Asmara1701 Iya bisa jadi lapangan kerja akan diciptakan seluas luasnya tapi tetap yang akan mengisinya adalah SDM dari luar karena SDM dalam negeri tidak pernah dipersiapkan untuk bersaing dengan mereka ?? termasuk kemampuan berbahasa asing ??,1956887304204853617,X,Iya bisa jadi lapangan kerja akan diciptakan seluas luasnya tapi tetap yang akan mengisinya adalah SDM dari luar karena SDM dalam negeri tidak pernah dipersiapkan untuk bersaing dengan mereka termasuk kemampuan berbahasa asing,negatif,86.53
Sun Aug 17 00:13:29 +0000 2025,Maklum repot single parent. Mamanya kerja di luar negeri sekarang di rawat sama ayahnya aja. https://t.co/JWy7G4icLi,1956871972492882011,X,Maklum repot single parent Mamanya kerja di luar negeri sekarang di rawat sama ayahnya aja,negatif,75.82
Sun Aug 17 00:07:52 +0000 2025,Negara yang katanya udah merdeka selama 80th ini kayaknya emang cocok ditinggali buat mereka2 yang banyak duit. Rakyat miskin atau kelas menengah mending kerja keras di luar negeri aja sih.,1956870555967353253,X,Negara yang katanya udah merdeka selama th ini kayaknya emang cocok ditinggali buat mereka yang banyak duit Rakyat miskin atau kelas menengah mending kerja keras di luar negeri aja sih,negatif,53.59
Sat Aug 16 23:35:05 +0000 2025,Keberhasilan diplomasi luar negeri menghadirkan kerja sama strategis dengan banyak negara. Prabowo Inspektur Upacara adalah wujud kepemimpinan yang menjaga martabat Indonesia di kancah global. #Dirgahayu80NKRI,1956862307587461358,X,Keberhasilan diplomasi luar negeri menghadirkan kerja sama strategis dengan banyak negara Prabowo Inspektur Upacara adalah wujud kepemimpinan yang menjaga martabat Indonesia di kancah global DirgahayuNKRI,netral,78.47
Sat Aug 16 23:34:27 +0000 2025,Hubungan luar negeri makin kokoh Prabowo Inspektur Upacara menegaskan kerja sama strategis dengan negara sahabat akan memperkuat posisi Indonesia #Dirgahayu80NKRI,1956862149189644355,X,Hubungan luar negeri makin kokoh Prabowo Inspektur Upacara menegaskan kerja sama strategis dengan negara sahabat akan memperkuat posisi Indonesia DirgahayuNKRI,netral,94.62
Sat Aug 16 23:33:37 +0000 2025,Diplomasi luar negeri Indonesia juga semakin diperhitungkan. #Dirgahayu80NKRI menghadirkan Prabowo Inspektur Upacara sebagai representasi pemimpin yang percaya diri dalam menjalin kerja sama global.,1956861938052575640,X,Diplomasi luar negeri Indonesia juga semakin diperhitungkan DirgahayuNKRI menghadirkan Prabowo Inspektur Upacara sebagai representasi pemimpin yang percaya diri dalam menjalin kerja sama global,positif,81.11
Sat Aug 16 23:33:00 +0000 2025,Diplomasi luar negeri yang kuat membuka peluang kerja sama baru sedangkan Prabowo Inspektur Upacara menjadi gambaran wibawa Indonesia yang makin dihargai demi #Dirgahayu80NKRI,1956861784922710370,X,Diplomasi luar negeri yang kuat membuka peluang kerja sama baru sedangkan Prabowo Inspektur Upacara menjadi gambaran wibawa Indonesia yang makin dihargai demi DirgahayuNKRI,positif,69.09
Sat Aug 16 23:32:03 +0000 2025,5/ Investasi luar negeri tumbuh pesat membuka lapangan kerja baru. Prabowo Inspektur Upacara menjadi simbol bahwa Indonesia dipercaya dunia #Dirgahayu80NKRI,1956861544408711351,X,Investasi luar negeri tumbuh pesat membuka lapangan kerja baru Prabowo Inspektur Upacara menjadi simbol bahwa Indonesia dipercaya dunia DirgahayuNKRI,netral,51.72
Sat Aug 16 23:31:03 +0000 2025,#Dirgahayu80NKRI jadi refleksi. Prabowo Inspektur Upacara ngingetin kalau kedaulatan itu penting. Dan aku lihat hubungan luar negeri Indonesia sekarang lebih percaya diri. Efeknya? Investasi makin masuk peluang kerja makin banyak.,1956861292557500560,X,DirgahayuNKRI jadi refleksi Prabowo Inspektur Upacara ngingetin kalau kedaulatan itu penting Dan aku lihat hubungan luar negeri Indonesia sekarang lebih percaya diri Efeknya Investasi makin masuk peluang kerja makin banyak,positif,98.59
Sat Aug 16 23:30:46 +0000 2025,Prabowo Inspektur Upacara mewakili wibawa Indonesia di mata dunia. Diplomasi luar negeri berjalan aktif #Dirgahayu80NKRI memperkuat posisi bangsa dalam kerja sama pertahanan dan ekonomi global.,1956861222411964660,X,Prabowo Inspektur Upacara mewakili wibawa Indonesia di mata dunia Diplomasi luar negeri berjalan aktif DirgahayuNKRI memperkuat posisi bangsa dalam kerja sama pertahanan dan ekonomi global,netral,94.56
Sat Aug 16 23:30:25 +0000 2025,Penguatan diplomasi luar negeri mulai membuahkan hasil: lebih banyak kerja sama ekonomi bilateral ditandatangani #Dirgahayu80NKRI Kepercayaan dunia meningkat di bawah Prabowo Inspektur Upacara yang membawa nama Indonesia dengan percaya diri,1956861133530538280,X,Penguatan diplomasi luar negeri mulai membuahkan hasil lebih banyak kerja sama ekonomi bilateral ditandatangani DirgahayuNKRI Kepercayaan dunia meningkat di bawah Prabowo Inspektur Upacara yang membawa nama Indonesia dengan percaya diri,positif,79.79
Sat Aug 16 22:27:18 +0000 2025,@dana_avdn @memeklanang But di luar negeri juga gitu pernah nemuin clipnya dari podcast klo ada tatto gitu gabisa dapet kerja padahal diploma.,1956845247574781980,X,But di luar negeri juga gitu pernah nemuin clipnya dari podcast klo ada tatto gitu gabisa dapet kerja padahal diploma,negatif,79.26
Sat Aug 16 20:00:17 +0000 2025,Temen2 satu persatu udh mulai duluan pergi kerja ke luar negeri okedehh setahun disini udah cukup bgt,1956808251540222360,X,Temen satu persatu udh mulai duluan pergi kerja ke luar negeri okedehh setahun disini udah cukup bgt,positif,69.08
Sat Aug 16 19:55:40 +0000 2025,@NenkMonica Kuli Di Australia banyak juga dari Vietnam mereka bisa kaya raya loh walau cuma jadi kuli...... Di Konoha waktu rakyat nya mau ke luar negeri buat cari kerja malah di takut takutin... Goblok yah? Bukannya di pasilitasi di permudah di beri idukasi... Kan buat gaji kalian jg?,1956807088212222153,X,Kuli Di Australia banyak juga dari Vietnam mereka bisa kaya raya loh walau cuma jadi kuli Di Konoha waktu rakyat nya mau ke luar negeri buat cari kerja malah di takut takutin Goblok yah Bukannya di pasilitasi di permudah di beri idukasi Kan buat gaji kalian jg,negatif,52.6
Sat Aug 16 18:23:20 +0000 2025,@Rockmad @kenhans03 Tidak kita tidak perlu bangga pada negara yang menggadaikan rakyatnya melalui kebijakan ekonomi yang membebani seperti utang luar negeri tinggi atau eksploitasi tenaga kerja migran. Kebanggaan sejati lahir dari reformasi dan kesejahteraan rakyat bukan pemerintah yang gagal,1956783853441581460,X,Tidak kita tidak perlu bangga pada negara yang menggadaikan rakyatnya melalui kebijakan ekonomi yang membebani seperti utang luar negeri tinggi atau eksploitasi tenaga kerja migran Kebanggaan sejati lahir dari reformasi dan kesejahteraan rakyat bukan pemerintah yang gagal,positif,75.55
Sat Aug 16 17:59:06 +0000 2025,@NewsBFM Import lagi walaun negeri luar bawak masuk kerja kat majlis/jabatan agama. Kalau dah ada sijil halal nak letak no pork/no lard sign buat apa lagi? Bukan aci paksa kalau sign tu wajib masuk makan pun. Selangor ni 100% muslim ke?,1956777753682014613,X,Import lagi walaun negeri luar bawak masuk kerja kat majlis jabatan agama Kalau dah ada sijil halal nak letak no pork no lard sign buat apa lagi Bukan aci paksa kalau sign tu wajib masuk makan pun Selangor ni muslim ke,negatif,77.99
Sat Aug 16 17:13:56 +0000 2025, Ya ironinya memang kentara sekali. Di dalam negeri rakyat dicekik dengan pajak harga kebutuhan melonjak lapangan kerja makin sempit tapi pejabat justru sibuk pamer investasi di luar negeri. Investasi di Arab Saudi untuk Kampung Haji Indonesia bisa jadi prestise tapi https://t.co/IN4VUP1Y7h,1956766388967887039,X,Ya ironinya memang kentara sekali Di dalam negeri rakyat dicekik dengan pajak harga kebutuhan melonjak lapangan kerja makin sempit tapi pejabat justru sibuk pamer investasi di luar negeri Investasi di Arab Saudi untuk Kampung Haji Indonesia bisa jadi prestise tapi,negatif,95.58
Sat Aug 16 15:23:51 +0000 2025,@M45Broo_ Lomba korupsi terendah Lomba harta &amp; gaji tertinggi Lomba kerja terendah Lomba kunker ke luar negeri,1956738685996793945,X,Lomba korupsi terendah Lomba harta amp gaji tertinggi Lomba kerja terendah Lomba kunker ke luar negeri,netral,89.96
Sat Aug 16 15:19:37 +0000 2025,@tanyarlfes Yg gw liat kebanyakan jurusan saintek. Gajinya bener2 menggiurkan terus bisa kerja ke luar negeri jg. Apalagi statistika atau aktuaria,1956737617741172863,X,Yg gw liat kebanyakan jurusan saintek Gajinya bener menggiurkan terus bisa kerja ke luar negeri jg Apalagi statistika atau aktuaria,positif,99.03
Sat Aug 16 14:46:45 +0000 2025,BRMP Aneka Kacang ikut serta dalam sharing session pengelolaan dana hibah luar negeri untuk ketahanan pangan. Acara yang digelar Kementan ini jadi wadah identifikasi peluang kerja sama global. #ketahananPangan #brmpAnekaKacang #brmpKementan #kementan #pertanian https://t.co/pJLSmwGtGk,1956729347152507277,X,BRMP Aneka Kacang ikut serta dalam sharing session pengelolaan dana hibah luar negeri untuk ketahanan pangan Acara yang digelar Kementan ini jadi wadah identifikasi peluang kerja sama global ketahananPangan brmpAnekaKacang brmpKementan kementan pertanian,netral,94.58
Sat Aug 16 14:39:31 +0000 2025,@BaseAnakFK nitip dok aku juga mau kerja di luar negeri,1956727526048632958,X,nitip dok aku juga mau kerja di luar negeri,netral,99.73
Sat Aug 16 14:38:19 +0000 2025,@Greesel_JKT48 Yeeey makasih atas kerja kerasnya Icel... Gimana nih rasanya perform di luar negeri seru banget kan pastinya? Jaga kesehatan selalu yaa dan selamat merayakan HUT Kemerdekaan RI di luar negeri. Apalagi sambil meresapi lagu Tanah Airku huhuhu. Semangat terus yaa 🇮🇩,1956727225539309583,X,Yeeey makasih atas kerja kerasnya Icel Gimana nih rasanya perform di luar negeri seru banget kan pastinya Jaga kesehatan selalu yaa dan selamat merayakan HUT Kemerdekaan RI di luar negeri Apalagi sambil meresapi lagu Tanah Airku huhuhu Semangat terus yaa,positif,99.16
Sat Aug 16 14:31:43 +0000 2025,@Greesel_JKT48 Makasih icel buat kerja kerasnya today.. Finally kamu bisa merasakan perform perdana di luar negeri. Senang bukan? Selamat yaa semoga bisa jadi pengalaman yang tak terlupakan ya.. Sehat-sehat terus ya disana have fun selalu cel,1956725563986772247,X,Makasih icel buat kerja kerasnya today Finally kamu bisa merasakan perform perdana di luar negeri Senang bukan Selamat yaa semoga bisa jadi pengalaman yang tak terlupakan ya Sehat sehat terus ya disana have fun selalu cel,positif,99.14
Sat Aug 16 13:49:55 +0000 2025,Artis pendatang baru dari luar negeri deeeek kerja kerasmu sudah terlihat deek OUROAD CulturalExchange #WeiboGalaxDaouOffroad https://t.co/PGmxJSJARN,1956715047335645224,X,Artis pendatang baru dari luar negeri deeeek kerja kerasmu sudah terlihat deek OUROAD CulturalExchange WeiboGalaxDaouOffroad,positif,93.8
Sat Aug 16 13:33:45 +0000 2025,@tanyarlfes Apa aja bagus tp kerja di luar negeri kl di indo penting pny ordall,1956710978198131046,X,Apa aja bagus tp kerja di luar negeri kl di indo penting pny ordall,positif,59.93
Sat Aug 16 13:06:38 +0000 2025,@dipraal_ Klau ke dia minta lowongan kerja ke luar negeri aja,1956704152882762233,X,Klau ke dia minta lowongan kerja ke luar negeri aja,netral,98.73
Sat Aug 16 12:30:26 +0000 2025,Mimpi org2 pd kerja dan pindah luar pulau n negeri dan cm aku sendirian di sini,1956695040769597619,X,Mimpi org pd kerja dan pindah luar pulau n negeri dan cm aku sendirian di sini,negatif,68.72
Sat Aug 16 12:05:50 +0000 2025,si papah digodain mulu mentang2 bininye lg kerja di luar negeri ,1956688852128850078,X,si papah digodain mulu mentang bininye lg kerja di luar negeri,negatif,99.77
Sat Aug 16 11:18:36 +0000 2025,@edyibnikawhe Ini belum termasuk gaji ke-13 insentif ini-itu dana studi banding (N.B. jalan-jalan gratisan ke luar negeri). Plus pensiun seumur hidup ssdh 5 tahun kerja. Plus gajinya baru saja dinaikkan!!!,1956676966070849663,X,Ini belum termasuk gaji ke insentif ini itu dana studi banding N B jalan jalan gratisan ke luar negeri Plus pensiun seumur hidup ssdh tahun kerja Plus gajinya baru saja dinaikkan,netral,68.8
Sat Aug 16 10:44:22 +0000 2025,@tanyarlfes Di katain g bakal bisa jadi koki. Keliling dunia. Kerja d luar negeri. Karena ga punya org tua atau previlege. Nyet?? Gue skrg d hk balik indo buat wisuda trs blm kelar wisuda udh di kontrak di USA. Bye bitch,1956668350903599301,X,Di katain g bakal bisa jadi koki Keliling dunia Kerja d luar negeri Karena ga punya org tua atau previlege Nyet Gue skrg d hk balik indo buat wisuda trs blm kelar wisuda udh di kontrak di USA Bye bitch,negatif,61.78
Sat Aug 16 10:33:10 +0000 2025,@tanyarlfes gapapa banget nder barangkali bbrp tahun kemudian km bisa bekerja di tempat yg lebih baik semisal di luar negeri pasti butuh ijazah kan cm kalau di tahan gitu bakalan repot ngurusinnya sempet lihat postingan org mau kerja di jpg tp ijazah di tahan jadi rada susah,1956665530716151833,X,gapapa banget nder barangkali bbrp tahun kemudian km bisa bekerja di tempat yg lebih baik semisal di luar negeri pasti butuh ijazah kan cm kalau di tahan gitu bakalan repot ngurusinnya sempet lihat postingan org mau kerja di jpg tp ijazah di tahan jadi rada susah,negatif,97.04
Sat Aug 16 09:49:05 +0000 2025,Tapi karena aku dapet pengalaman kurang baik jadilah.... Gak diizinkan lagi untuk kerja di luar negeri. Pengen ke Jepang atau Korea atau malah ke German? Waktu itu ada yang ajakin wk... Tapi gak yakin orang nya bisa kuat di liar negeri mengingat pernah punya pengalaman,1956654437117890700,X,Tapi karena aku dapet pengalaman kurang baik jadilah Gak diizinkan lagi untuk kerja di luar negeri Pengen ke Jepang atau Korea atau malah ke German Waktu itu ada yang ajakin wk Tapi gak yakin orang nya bisa kuat di liar negeri mengingat pernah punya pengalaman,positif,66.24
Sat Aug 16 09:49:04 +0000 2025,Aku pernah bilang sama mama... Mah kalo vina mau kerja ke luar negeri lagi boleh gak? Mamah bilang bapak gak bakal izinin lagi teh... Sebenarnya anaknya bener bener gak pernah bisa diem maunya nyari kerja ke mana pun..,1956654434152579396,X,Aku pernah bilang sama mama Mah kalo vina mau kerja ke luar negeri lagi boleh gak Mamah bilang bapak gak bakal izinin lagi teh Sebenarnya anaknya bener bener gak pernah bisa diem maunya nyari kerja ke mana pun,positif,64.11
Sat Aug 16 09:35:34 +0000 2025,raka ngobrol sama nyokap bokap gue udah santai aja jangan kaku kaya ngobrol sm menteri luar negeri aja (karena raka ngmg dia mau kerja di kemlu) GUE SM RAKA LIAT LIATAN HAHAHHAHAHAHA MEANWHILE DIA MENTERI DI BEM LUGRI LUCU BGT,1956651037127000258,X,raka ngobrol sama nyokap bokap gue udah santai aja jangan kaku kaya ngobrol sm menteri luar negeri aja karena raka ngmg dia mau kerja di kemlu GUE SM RAKA LIAT LIATAN HAHAHHAHAHAHA MEANWHILE DIA MENTERI DI BEM LUGRI LUCU BGT,positif,98.25
Sat Aug 16 09:20:35 +0000 2025,Kalo kemarin di tawarin kerja di vietnam skrg di tawari ke kamboja kerja jadi cs perusahaan semacam crypto an gitu. Aku pengen kerja luar negeri tapi kalo yang satu ini too risky,1956647264799363492,X,Kalo kemarin di tawarin kerja di vietnam skrg di tawari ke kamboja kerja jadi cs perusahaan semacam crypto an gitu Aku pengen kerja luar negeri tapi kalo yang satu ini too risky,negatif,86.11
Sat Aug 16 09:16:42 +0000 2025,@bonheuroad sisa bajetnya dikorup buat mukbang &amp; ikut ke event luar negeri se agensi pdhl kerja aja kaga,1956646290214834681,X,sisa bajetnya dikorup buat mukbang amp ikut ke event luar negeri se agensi pdhl kerja aja kaga,negatif,84.39
Sat Aug 16 08:52:16 +0000 2025,pantesan dosen dosen getol bgt nawarin mhsnya buat kerja di luar negeri trnyta emg di negeri sndiri udah gakaruan,1956640138513318295,X,pantesan dosen dosen getol bgt nawarin mhsnya buat kerja di luar negeri trnyta emg di negeri sndiri udah gakaruan,negatif,95.8
Sat Aug 16 08:35:55 +0000 2025,@DuckBurger4 @samsarigged di pabrik gw pekerja rata2 kerja 10 jam packing barang loading unloading walaupun mungkin enggak bisa dicompare sama output pabrik2 luar karena pabrik luar negeri jelas punya equipment yg lebih mumpuni (press standard palet forklift trolley truck),1956636024190431657,X,di pabrik gw pekerja rata kerja jam packing barang loading unloading walaupun mungkin enggak bisa dicompare sama output pabrik luar karena pabrik luar negeri jelas punya equipment yg lebih mumpuni press standard palet forklift trolley truck,positif,88.6
Sat Aug 16 08:02:29 +0000 2025,Yukkkk yang mau cari kerja ke luar negeri boleh di coba :) #jobsearch #carikerja #loker #lokerterbaru https://t.co/FTbagPGpDe,1956627611888783658,X,Yukkkk yang mau cari kerja ke luar negeri boleh di coba jobsearch carikerja loker lokerterbaru,netral,97.86
Sat Aug 16 07:37:46 +0000 2025,Apa itu gaji UMR? Apa itu gaji 4 juta 5 juta? Guys kalian tahu nggak? Kalau kita tinggal di Indonesia tapi kerja remote untuk perusahaan luar negeri dengan gaji standar negara maju sementara kebutuhan pokok di Indonesia masih relatif rendah maka kita bisa dibilang orang kaya. https://t.co/d37kJvA5vK,1956621391488561446,X,Apa itu gaji UMR Apa itu gaji juta juta Guys kalian tahu nggak Kalau kita tinggal di Indonesia tapi kerja remote untuk perusahaan luar negeri dengan gaji standar negara maju sementara kebutuhan pokok di Indonesia masih relatif rendah maka kita bisa dibilang orang kaya,negatif,95.2
Sat Aug 16 06:42:14 +0000 2025,@Rifky_Mozzza @direktoridosen Enak banget punya duit ke jepangkalau gue kaya gue juga bakalan ke luar negeri tapi berhubung gak ada duit gue kerja dan tinggal disini sudah cukup bersyukur saja,1956607416767778891,X,Enak banget punya duit ke jepangkalau gue kaya gue juga bakalan ke luar negeri tapi berhubung gak ada duit gue kerja dan tinggal disini sudah cukup bersyukur saja,positif,99.56
